id_temps,jour,mois,annee,date_complete,nom_jour,nom_mois,jour_semaine,semaine_annee,jour_annee,trimestre,semestre,trimestre_label,semestre_label,fiscal_year,fiscal_quarter,fiscal_month,is_weekend,is_working_day,is_holiday,holiday_name,is_current_day,is_current_week,is_current_month,is_current_quarter,is_current_year
553,6,7,2020,2020-07-06,Monday,July,1,28,188,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
554,7,7,2020,2020-07-07,Tuesday,July,2,28,189,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
555,8,7,2020,2020-07-08,Wednesday,July,3,28,190,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
556,9,7,2020,2020-07-09,Thursday,July,4,28,191,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
557,10,7,2020,2020-07-10,Friday,July,5,28,192,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
558,11,7,2020,2020-07-11,Saturday,July,6,28,193,3,2,Q3 2020,H2 2020,2020,3,7,True,False,False,,False,False,False,False,False
559,12,7,2020,2020-07-12,Sunday,July,7,28,194,3,2,Q3 2020,H2 2020,2020,3,7,True,False,False,,False,False,False,False,False
560,13,7,2020,2020-07-13,Monday,July,1,29,195,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
561,14,7,2020,2020-07-14,Tuesday,July,2,29,196,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
562,15,7,2020,2020-07-15,Wednesday,July,3,29,197,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
563,16,7,2020,2020-07-16,Thursday,July,4,29,198,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
564,17,7,2020,2020-07-17,Friday,July,5,29,199,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
565,18,7,2020,2020-07-18,Saturday,July,6,29,200,3,2,Q3 2020,H2 2020,2020,3,7,True,False,False,,False,False,False,False,False
566,19,7,2020,2020-07-19,Sunday,July,7,29,201,3,2,Q3 2020,H2 2020,2020,3,7,True,False,False,,False,False,False,False,False
567,20,7,2020,2020-07-20,Monday,July,1,30,202,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
568,21,7,2020,2020-07-21,Tuesday,July,2,30,203,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
569,22,7,2020,2020-07-22,Wednesday,July,3,30,204,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
570,23,7,2020,2020-07-23,Thursday,July,4,30,205,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
571,24,7,2020,2020-07-24,Friday,July,5,30,206,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
572,25,7,2020,2020-07-25,Saturday,July,6,30,207,3,2,Q3 2020,H2 2020,2020,3,7,True,False,False,,False,False,False,False,False
573,26,7,2020,2020-07-26,Sunday,July,7,30,208,3,2,Q3 2020,H2 2020,2020,3,7,True,False,False,,False,False,False,False,False
574,27,7,2020,2020-07-27,Monday,July,1,31,209,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
575,28,7,2020,2020-07-28,Tuesday,July,2,31,210,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
576,29,7,2020,2020-07-29,Wednesday,July,3,31,211,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
577,30,7,2020,2020-07-30,Thursday,July,4,31,212,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
578,31,7,2020,2020-07-31,Friday,July,5,31,213,3,2,Q3 2020,H2 2020,2020,3,7,False,True,False,,False,False,False,False,False
579,1,8,2020,2020-08-01,Saturday,August,6,31,214,3,2,Q3 2020,H2 2020,2020,3,8,True,False,False,,False,False,False,False,False
580,2,8,2020,2020-08-02,Sunday,August,7,31,215,3,2,Q3 2020,H2 2020,2020,3,8,True,False,False,,False,False,False,False,False
581,3,8,2020,2020-08-03,Monday,August,1,32,216,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
582,4,8,2020,2020-08-04,Tuesday,August,2,32,217,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
583,5,8,2020,2020-08-05,Wednesday,August,3,32,218,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
584,6,8,2020,2020-08-06,Thursday,August,4,32,219,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
585,7,8,2020,2020-08-07,Friday,August,5,32,220,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
586,8,8,2020,2020-08-08,Saturday,August,6,32,221,3,2,Q3 2020,H2 2020,2020,3,8,True,False,False,,False,False,False,False,False
587,9,8,2020,2020-08-09,Sunday,August,7,32,222,3,2,Q3 2020,H2 2020,2020,3,8,True,False,False,,False,False,False,False,False
588,10,8,2020,2020-08-10,Monday,August,1,33,223,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
589,11,8,2020,2020-08-11,Tuesday,August,2,33,224,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
590,12,8,2020,2020-08-12,Wednesday,August,3,33,225,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
591,13,8,2020,2020-08-13,Thursday,August,4,33,226,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
592,14,8,2020,2020-08-14,Friday,August,5,33,227,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
593,15,8,2020,2020-08-15,Saturday,August,6,33,228,3,2,Q3 2020,H2 2020,2020,3,8,True,False,False,,False,False,False,False,False
594,16,8,2020,2020-08-16,Sunday,August,7,33,229,3,2,Q3 2020,H2 2020,2020,3,8,True,False,False,,False,False,False,False,False
595,17,8,2020,2020-08-17,Monday,August,1,34,230,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
596,18,8,2020,2020-08-18,Tuesday,August,2,34,231,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
597,19,8,2020,2020-08-19,Wednesday,August,3,34,232,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
598,20,8,2020,2020-08-20,Thursday,August,4,34,233,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
599,21,8,2020,2020-08-21,Friday,August,5,34,234,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
600,22,8,2020,2020-08-22,Saturday,August,6,34,235,3,2,Q3 2020,H2 2020,2020,3,8,True,False,False,,False,False,False,False,False
601,23,8,2020,2020-08-23,Sunday,August,7,34,236,3,2,Q3 2020,H2 2020,2020,3,8,True,False,False,,False,False,False,False,False
602,24,8,2020,2020-08-24,Monday,August,1,35,237,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
603,25,8,2020,2020-08-25,Tuesday,August,2,35,238,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
604,26,8,2020,2020-08-26,Wednesday,August,3,35,239,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
605,27,8,2020,2020-08-27,Thursday,August,4,35,240,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
606,28,8,2020,2020-08-28,Friday,August,5,35,241,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
607,29,8,2020,2020-08-29,Saturday,August,6,35,242,3,2,Q3 2020,H2 2020,2020,3,8,True,False,False,,False,False,False,False,False
608,30,8,2020,2020-08-30,Sunday,August,7,35,243,3,2,Q3 2020,H2 2020,2020,3,8,True,False,False,,False,False,False,False,False
609,31,8,2020,2020-08-31,Monday,August,1,36,244,3,2,Q3 2020,H2 2020,2020,3,8,False,True,False,,False,False,False,False,False
610,1,9,2020,2020-09-01,Tuesday,September,2,36,245,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
611,2,9,2020,2020-09-02,Wednesday,September,3,36,246,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
612,3,9,2020,2020-09-03,Thursday,September,4,36,247,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
613,4,9,2020,2020-09-04,Friday,September,5,36,248,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
614,5,9,2020,2020-09-05,Saturday,September,6,36,249,3,2,Q3 2020,H2 2020,2020,3,9,True,False,False,,False,False,False,False,False
615,6,9,2020,2020-09-06,Sunday,September,7,36,250,3,2,Q3 2020,H2 2020,2020,3,9,True,False,False,,False,False,False,False,False
616,7,9,2020,2020-09-07,Monday,September,1,37,251,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
617,8,9,2020,2020-09-08,Tuesday,September,2,37,252,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
618,9,9,2020,2020-09-09,Wednesday,September,3,37,253,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
619,10,9,2020,2020-09-10,Thursday,September,4,37,254,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
620,11,9,2020,2020-09-11,Friday,September,5,37,255,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
621,12,9,2020,2020-09-12,Saturday,September,6,37,256,3,2,Q3 2020,H2 2020,2020,3,9,True,False,False,,False,False,False,False,False
622,13,9,2020,2020-09-13,Sunday,September,7,37,257,3,2,Q3 2020,H2 2020,2020,3,9,True,False,False,,False,False,False,False,False
623,14,9,2020,2020-09-14,Monday,September,1,38,258,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
624,15,9,2020,2020-09-15,Tuesday,September,2,38,259,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
625,16,9,2020,2020-09-16,Wednesday,September,3,38,260,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
626,17,9,2020,2020-09-17,Thursday,September,4,38,261,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
627,18,9,2020,2020-09-18,Friday,September,5,38,262,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
628,19,9,2020,2020-09-19,Saturday,September,6,38,263,3,2,Q3 2020,H2 2020,2020,3,9,True,False,False,,False,False,False,False,False
629,20,9,2020,2020-09-20,Sunday,September,7,38,264,3,2,Q3 2020,H2 2020,2020,3,9,True,False,False,,False,False,False,False,False
630,21,9,2020,2020-09-21,Monday,September,1,39,265,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
631,22,9,2020,2020-09-22,Tuesday,September,2,39,266,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
632,23,9,2020,2020-09-23,Wednesday,September,3,39,267,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
633,24,9,2020,2020-09-24,Thursday,September,4,39,268,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
634,25,9,2020,2020-09-25,Friday,September,5,39,269,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
635,26,9,2020,2020-09-26,Saturday,September,6,39,270,3,2,Q3 2020,H2 2020,2020,3,9,True,False,False,,False,False,False,False,False
636,27,9,2020,2020-09-27,Sunday,September,7,39,271,3,2,Q3 2020,H2 2020,2020,3,9,True,False,False,,False,False,False,False,False
637,28,9,2020,2020-09-28,Monday,September,1,40,272,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
638,29,9,2020,2020-09-29,Tuesday,September,2,40,273,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
639,30,9,2020,2020-09-30,Wednesday,September,3,40,274,3,2,Q3 2020,H2 2020,2020,3,9,False,True,False,,False,False,False,False,False
640,1,10,2020,2020-10-01,Thursday,October,4,40,275,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
641,2,10,2020,2020-10-02,Friday,October,5,40,276,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
642,3,10,2020,2020-10-03,Saturday,October,6,40,277,4,2,Q4 2020,H2 2020,2020,4,10,True,False,False,,False,False,False,False,False
643,4,10,2020,2020-10-04,Sunday,October,7,40,278,4,2,Q4 2020,H2 2020,2020,4,10,True,False,False,,False,False,False,False,False
644,5,10,2020,2020-10-05,Monday,October,1,41,279,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
645,6,10,2020,2020-10-06,Tuesday,October,2,41,280,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
646,7,10,2020,2020-10-07,Wednesday,October,3,41,281,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
647,8,10,2020,2020-10-08,Thursday,October,4,41,282,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
648,9,10,2020,2020-10-09,Friday,October,5,41,283,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
649,10,10,2020,2020-10-10,Saturday,October,6,41,284,4,2,Q4 2020,H2 2020,2020,4,10,True,False,False,,False,False,False,False,False
650,11,10,2020,2020-10-11,Sunday,October,7,41,285,4,2,Q4 2020,H2 2020,2020,4,10,True,False,False,,False,False,False,False,False
651,12,10,2020,2020-10-12,Monday,October,1,42,286,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
652,13,10,2020,2020-10-13,Tuesday,October,2,42,287,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
653,14,10,2020,2020-10-14,Wednesday,October,3,42,288,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
654,15,10,2020,2020-10-15,Thursday,October,4,42,289,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
655,16,10,2020,2020-10-16,Friday,October,5,42,290,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
656,17,10,2020,2020-10-17,Saturday,October,6,42,291,4,2,Q4 2020,H2 2020,2020,4,10,True,False,False,,False,False,False,False,False
657,18,10,2020,2020-10-18,Sunday,October,7,42,292,4,2,Q4 2020,H2 2020,2020,4,10,True,False,False,,False,False,False,False,False
658,19,10,2020,2020-10-19,Monday,October,1,43,293,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
659,20,10,2020,2020-10-20,Tuesday,October,2,43,294,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
660,21,10,2020,2020-10-21,Wednesday,October,3,43,295,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
661,22,10,2020,2020-10-22,Thursday,October,4,43,296,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
662,23,10,2020,2020-10-23,Friday,October,5,43,297,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
663,24,10,2020,2020-10-24,Saturday,October,6,43,298,4,2,Q4 2020,H2 2020,2020,4,10,True,False,False,,False,False,False,False,False
664,25,10,2020,2020-10-25,Sunday,October,7,43,299,4,2,Q4 2020,H2 2020,2020,4,10,True,False,False,,False,False,False,False,False
665,26,10,2020,2020-10-26,Monday,October,1,44,300,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
666,27,10,2020,2020-10-27,Tuesday,October,2,44,301,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
667,28,10,2020,2020-10-28,Wednesday,October,3,44,302,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
668,29,10,2020,2020-10-29,Thursday,October,4,44,303,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
669,30,10,2020,2020-10-30,Friday,October,5,44,304,4,2,Q4 2020,H2 2020,2020,4,10,False,True,False,,False,False,False,False,False
670,31,10,2020,2020-10-31,Saturday,October,6,44,305,4,2,Q4 2020,H2 2020,2020,4,10,True,False,False,,False,False,False,False,False
671,1,11,2020,2020-11-01,Sunday,November,7,44,306,4,2,Q4 2020,H2 2020,2020,4,11,True,False,False,,False,False,False,False,False
672,2,11,2020,2020-11-02,Monday,November,1,45,307,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
673,3,11,2020,2020-11-03,Tuesday,November,2,45,308,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
674,4,11,2020,2020-11-04,Wednesday,November,3,45,309,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
675,5,11,2020,2020-11-05,Thursday,November,4,45,310,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
676,6,11,2020,2020-11-06,Friday,November,5,45,311,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
677,7,11,2020,2020-11-07,Saturday,November,6,45,312,4,2,Q4 2020,H2 2020,2020,4,11,True,False,False,,False,False,False,False,False
678,8,11,2020,2020-11-08,Sunday,November,7,45,313,4,2,Q4 2020,H2 2020,2020,4,11,True,False,False,,False,False,False,False,False
679,9,11,2020,2020-11-09,Monday,November,1,46,314,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
680,10,11,2020,2020-11-10,Tuesday,November,2,46,315,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
681,11,11,2020,2020-11-11,Wednesday,November,3,46,316,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
682,12,11,2020,2020-11-12,Thursday,November,4,46,317,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
683,13,11,2020,2020-11-13,Friday,November,5,46,318,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
684,14,11,2020,2020-11-14,Saturday,November,6,46,319,4,2,Q4 2020,H2 2020,2020,4,11,True,False,False,,False,False,False,False,False
685,15,11,2020,2020-11-15,Sunday,November,7,46,320,4,2,Q4 2020,H2 2020,2020,4,11,True,False,False,,False,False,False,False,False
686,16,11,2020,2020-11-16,Monday,November,1,47,321,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
687,17,11,2020,2020-11-17,Tuesday,November,2,47,322,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
688,18,11,2020,2020-11-18,Wednesday,November,3,47,323,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
689,19,11,2020,2020-11-19,Thursday,November,4,47,324,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
690,20,11,2020,2020-11-20,Friday,November,5,47,325,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
691,21,11,2020,2020-11-21,Saturday,November,6,47,326,4,2,Q4 2020,H2 2020,2020,4,11,True,False,False,,False,False,False,False,False
692,22,11,2020,2020-11-22,Sunday,November,7,47,327,4,2,Q4 2020,H2 2020,2020,4,11,True,False,False,,False,False,False,False,False
693,23,11,2020,2020-11-23,Monday,November,1,48,328,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
694,24,11,2020,2020-11-24,Tuesday,November,2,48,329,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
695,25,11,2020,2020-11-25,Wednesday,November,3,48,330,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
696,26,11,2020,2020-11-26,Thursday,November,4,48,331,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
697,27,11,2020,2020-11-27,Friday,November,5,48,332,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
698,28,11,2020,2020-11-28,Saturday,November,6,48,333,4,2,Q4 2020,H2 2020,2020,4,11,True,False,False,,False,False,False,False,False
699,29,11,2020,2020-11-29,Sunday,November,7,48,334,4,2,Q4 2020,H2 2020,2020,4,11,True,False,False,,False,False,False,False,False
700,30,11,2020,2020-11-30,Monday,November,1,49,335,4,2,Q4 2020,H2 2020,2020,4,11,False,True,False,,False,False,False,False,False
701,1,12,2020,2020-12-01,Tuesday,December,2,49,336,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
702,2,12,2020,2020-12-02,Wednesday,December,3,49,337,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
703,3,12,2020,2020-12-03,Thursday,December,4,49,338,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
704,4,12,2020,2020-12-04,Friday,December,5,49,339,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
705,5,12,2020,2020-12-05,Saturday,December,6,49,340,4,2,Q4 2020,H2 2020,2020,4,12,True,False,False,,False,False,False,False,False
706,6,12,2020,2020-12-06,Sunday,December,7,49,341,4,2,Q4 2020,H2 2020,2020,4,12,True,False,False,,False,False,False,False,False
707,7,12,2020,2020-12-07,Monday,December,1,50,342,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
708,8,12,2020,2020-12-08,Tuesday,December,2,50,343,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
709,9,12,2020,2020-12-09,Wednesday,December,3,50,344,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
710,10,12,2020,2020-12-10,Thursday,December,4,50,345,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
711,11,12,2020,2020-12-11,Friday,December,5,50,346,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
712,12,12,2020,2020-12-12,Saturday,December,6,50,347,4,2,Q4 2020,H2 2020,2020,4,12,True,False,False,,False,False,False,False,False
713,13,12,2020,2020-12-13,Sunday,December,7,50,348,4,2,Q4 2020,H2 2020,2020,4,12,True,False,False,,False,False,False,False,False
714,14,12,2020,2020-12-14,Monday,December,1,51,349,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
715,15,12,2020,2020-12-15,Tuesday,December,2,51,350,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
716,16,12,2020,2020-12-16,Wednesday,December,3,51,351,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
717,17,12,2020,2020-12-17,Thursday,December,4,51,352,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
718,18,12,2020,2020-12-18,Friday,December,5,51,353,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
719,19,12,2020,2020-12-19,Saturday,December,6,51,354,4,2,Q4 2020,H2 2020,2020,4,12,True,False,False,,False,False,False,False,False
720,20,12,2020,2020-12-20,Sunday,December,7,51,355,4,2,Q4 2020,H2 2020,2020,4,12,True,False,False,,False,False,False,False,False
721,21,12,2020,2020-12-21,Monday,December,1,52,356,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
722,22,12,2020,2020-12-22,Tuesday,December,2,52,357,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
723,23,12,2020,2020-12-23,Wednesday,December,3,52,358,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
724,24,12,2020,2020-12-24,Thursday,December,4,52,359,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
725,25,12,2020,2020-12-25,Friday,December,5,52,360,4,2,Q4 2020,H2 2020,2020,4,12,False,True,True,Christmas,False,False,False,False,False
726,26,12,2020,2020-12-26,Saturday,December,6,52,361,4,2,Q4 2020,H2 2020,2020,4,12,True,False,False,,False,False,False,False,False
727,27,12,2020,2020-12-27,Sunday,December,7,52,362,4,2,Q4 2020,H2 2020,2020,4,12,True,False,False,,False,False,False,False,False
728,28,12,2020,2020-12-28,Monday,December,1,53,363,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
729,29,12,2020,2020-12-29,Tuesday,December,2,53,364,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
730,30,12,2020,2020-12-30,Wednesday,December,3,53,365,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
731,31,12,2020,2020-12-31,Thursday,December,4,53,366,4,2,Q4 2020,H2 2020,2020,4,12,False,True,False,,False,False,False,False,False
732,1,1,2021,2021-01-01,Friday,January,5,53,1,1,1,Q1 2021,H1 2021,2021,1,1,False,True,True,New Year's Day,False,False,False,False,False
733,2,1,2021,2021-01-02,Saturday,January,6,53,2,1,1,Q1 2021,H1 2021,2021,1,1,True,False,False,,False,False,False,False,False
734,3,1,2021,2021-01-03,Sunday,January,7,53,3,1,1,Q1 2021,H1 2021,2021,1,1,True,False,False,,False,False,False,False,False
735,4,1,2021,2021-01-04,Monday,January,1,1,4,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
736,5,1,2021,2021-01-05,Tuesday,January,2,1,5,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
737,6,1,2021,2021-01-06,Wednesday,January,3,1,6,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
738,7,1,2021,2021-01-07,Thursday,January,4,1,7,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
739,8,1,2021,2021-01-08,Friday,January,5,1,8,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
740,9,1,2021,2021-01-09,Saturday,January,6,1,9,1,1,Q1 2021,H1 2021,2021,1,1,True,False,False,,False,False,False,False,False
741,10,1,2021,2021-01-10,Sunday,January,7,1,10,1,1,Q1 2021,H1 2021,2021,1,1,True,False,False,,False,False,False,False,False
742,11,1,2021,2021-01-11,Monday,January,1,2,11,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
743,12,1,2021,2021-01-12,Tuesday,January,2,2,12,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
744,13,1,2021,2021-01-13,Wednesday,January,3,2,13,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
745,14,1,2021,2021-01-14,Thursday,January,4,2,14,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
746,15,1,2021,2021-01-15,Friday,January,5,2,15,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
747,16,1,2021,2021-01-16,Saturday,January,6,2,16,1,1,Q1 2021,H1 2021,2021,1,1,True,False,False,,False,False,False,False,False
748,17,1,2021,2021-01-17,Sunday,January,7,2,17,1,1,Q1 2021,H1 2021,2021,1,1,True,False,False,,False,False,False,False,False
749,18,1,2021,2021-01-18,Monday,January,1,3,18,1,1,Q1 2021,H1 2021,2021,1,1,False,True,False,,False,False,False,False,False
