id_satisfaction,id_temps,id_canal,id_client,id_produit,note_satisfaction,taux_satisfaction,nombre_avis,nombre_ventes,nps_equivalent,nps_category,nps_score,sentiment_score,sentiment_label,is_verified_purchase,helpful_votes,resolution_time_hours,review_id,review_source,id_satisfaction_category
772,964,1,3405,15001,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1771,Website,1
773,881,10,3407,11955,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,2,22.269471197111823,REV1772,Website,1
774,881,4,3407,10265,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,4,30.795484003620828,REV1773,Website,2
775,1416,10,3412,366,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,8,0.0,REV1774,Website,2
776,1416,2,3412,14173,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,4,39.15172214695189,REV1775,Email Survey,1
777,1140,8,3413,5342,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,5,0.0,REV1776,Website,1
778,1696,7,3423,2755,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,5,0.0,REV1777,Website,3
779,1102,10,3424,6101,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,4,0.0,REV1778,Website,1
780,1102,8,3424,6985,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,4,33.653588053376495,REV1779,Email Survey,3
781,1556,8,3430,4152,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,2,0.0,REV1780,Email Survey,2
782,1556,5,3430,15620,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,7,0.0,REV1781,Email Survey,2
783,1556,8,3430,14506,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,4,0.0,REV1782,Mobile App,3
784,1556,3,3430,10645,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1783,Website,4
785,961,9,3438,9872,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1784,Website,4
786,1415,4,3439,96,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,5,3.6527367569508193,REV1785,Mobile App,2
787,1352,5,3458,15296,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,6,17.71960034270227,REV1786,Website,1
788,1352,7,3458,409,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1787,Phone,2
789,1352,3,3458,3910,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,3,0.0,REV1788,Website,4
790,1352,1,3458,8604,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,5,0.0,REV1789,Email Survey,1
791,1279,5,3459,7918,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,6,8.961022982864375,REV1790,Website,2
792,1361,1,3460,11737,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1791,Phone,2
793,457,7,3483,9197,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,3,0.0,REV1792,Email Survey,4
794,457,4,3483,10309,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,3,0.0,REV1793,Website,1
795,457,3,3483,8032,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1794,Email Survey,1
796,1544,4,3483,8124,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,3,0.0,REV1795,Website,4
797,335,7,3483,12994,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1796,Website,4
798,975,8,3485,10009,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,7,0.0,REV1797,Website,3
799,975,8,3485,2786,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,7,0.0,REV1798,Website,3
800,1799,8,3505,1106,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1799,Email Survey,1
801,717,6,3516,5770,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,5,0.0,REV1800,Mobile App,4
802,717,7,3516,2606,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,2,20.814579046481935,REV1801,Email Survey,4
803,1679,9,3519,14357,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,3,30.36152050466182,REV1802,Email Survey,1
804,1679,4,3519,726,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,7,41.57131552954927,REV1803,Email Survey,3
805,1679,4,3519,12529,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,7,0.0,REV1804,Phone,1
806,1679,4,3519,9687,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,1,0.0,REV1805,Website,2
807,798,6,3520,12361,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,7,0.0,REV1806,Email Survey,4
808,798,9,3520,1419,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,3,0.0,REV1807,Website,4
809,1611,6,3523,12608,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1808,Email Survey,2
810,1611,4,3523,11271,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1809,Website,4
811,1611,3,3523,4622,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,10,0.0,REV1810,Website,4
812,1781,2,3538,12340,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,4,0.0,REV1811,Website,4
813,1675,8,3540,2615,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,3,0.0,REV1812,Mobile App,3
814,430,10,3552,2603,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,4,0.0,REV1813,Website,2
815,967,1,3554,7500,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,8,9.240334989916489,REV1814,Email Survey,4
816,1586,4,3557,15812,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,5,0.0,REV1815,Phone,4
817,1650,9,3573,5092,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,9,24.002645242011017,REV1816,Website,4
818,1502,7,3582,4488,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,4,0.0,REV1817,Email Survey,2
819,369,7,3584,729,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,4,13.866103339803985,REV1818,Website,4
820,369,8,3584,14948,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,5.446815842707217,REV1819,Email Survey,4
821,369,4,3584,4938,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1820,Mobile App,4
822,369,10,3584,13817,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,8,12.832275165903669,REV1821,Website,3
823,1572,5,3590,55,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,2,0.0,REV1822,Website,2
824,1572,3,3590,7293,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,1,0.0,REV1823,Website,3
825,1781,10,3591,6631,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,6,31.55958394437095,REV1824,Website,2
826,1430,3,3592,5466,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,7,0.0,REV1825,Email Survey,1
827,1430,6,3592,4708,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,7,0.0,REV1826,Mobile App,2
828,1430,4,3592,79,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,2,42.87796910691479,REV1827,Website,3
829,1430,8,3592,4195,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,7,0.0,REV1828,Website,2
830,1208,10,3593,11335,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,6,0.0,REV1829,Website,4
831,1763,9,3606,12695,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,1,18.60743315020869,REV1830,Mobile App,3
832,968,2,3612,9398,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,18.939981599740253,REV1831,Website,3
833,1394,2,3613,15043,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,5,7.09271576617739,REV1832,Website,3
834,1394,1,3613,14385,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,False,8,45.52248714955264,REV1833,Email Survey,2
835,1394,6,3613,3836,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,False,6,39.45372926595893,REV1834,Website,1
836,1742,6,3613,5258,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,1,0.0,REV1835,Website,4
837,1123,4,3619,8942,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,3,45.483798379347455,REV1836,Website,2
838,601,4,3622,8465,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,5,0.0,REV1837,Mobile App,1
839,601,2,3622,5095,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,1,0.0,REV1838,Website,4
840,734,10,3634,10082,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,4,0.0,REV1839,Website,3
841,1841,10,3635,8526,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,5,0.0,REV1840,Email Survey,1
842,655,8,3638,9703,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,4,0.0,REV1841,Website,3
843,1500,3,3641,12566,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,8,0.0,REV1842,Email Survey,3
844,1813,5,3644,10933,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,5,22.87486168389258,REV1843,Website,3
845,1813,9,3644,11645,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,4,1.4324792220686127,REV1844,Website,2
846,1813,3,3644,6767,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,5,42.24421883722012,REV1845,Website,4
847,1813,7,3644,3497,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,4,8.627819887144856,REV1846,Mobile App,4
848,1176,9,3650,23,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,6,0.0,REV1847,Phone,4
849,1841,7,3652,13090,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,6,44.65484515822778,REV1848,Mobile App,4
850,1790,9,3653,196,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,6,0.0,REV1849,Mobile App,4
851,1790,8,3653,15459,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,7,0.0,REV1850,Phone,2
852,1711,4,3681,14896,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,4,29.45594504748773,REV1851,Website,2
853,961,3,3698,110,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,4,0.0,REV1852,Email Survey,1
854,961,2,3698,5077,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,1,21.963756438815786,REV1853,Website,4
855,1257,3,3705,10396,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,8,0.0,REV1854,Website,2
856,1785,8,3720,14417,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,8,0.0,REV1855,Phone,3
857,1785,8,3720,1237,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,4,40.64161039099553,REV1856,Website,4
858,1588,1,3750,10937,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,7,0.0,REV1857,Website,3
859,1243,6,3752,743,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,7,0.0,REV1858,Mobile App,2
860,1458,10,3771,6971,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,4,0.0,REV1859,Email Survey,1
861,1692,3,3773,7859,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,7,0.0,REV1860,Website,1
862,1357,1,3787,1834,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1861,Website,2
863,1801,10,3790,5373,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,4,0.0,REV1862,Email Survey,3
864,1822,6,3799,11831,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,27.950931221256415,REV1863,Email Survey,3
865,1449,6,3810,4180,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,29.025242976727835,REV1864,Email Survey,2
866,1130,3,3814,4202,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,9,25.022428152238085,REV1865,Website,3
867,1130,10,3814,4685,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1866,Website,4
868,1164,7,3814,5894,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,7,4.234542850577698,REV1867,Email Survey,4
869,1164,2,3814,4492,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,4,2.0473299160879703,REV1868,Mobile App,3
870,1164,6,3814,5442,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,3,0.0,REV1869,Website,2
871,1164,2,3814,9624,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,2,0.0,REV1870,Website,1
872,1822,10,3819,14555,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,3,0.0,REV1871,Email Survey,1
873,1822,1,3819,1354,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,7,0.0,REV1872,Website,1
874,1403,10,3831,14422,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1873,Email Survey,2
875,1403,3,3831,13046,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,3,0.0,REV1874,Website,2
876,1759,5,3852,10531,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,2,16.487687189126042,REV1875,Email Survey,4
877,1841,9,3855,9804,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,9,0.0,REV1876,Email Survey,3
878,1836,9,3855,2306,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,3.8267249906348724,REV1877,Website,1
879,1675,8,3885,3626,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,7,0.0,REV1878,Phone,3
880,1675,3,3885,10755,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,37.62242120285336,REV1879,Website,3
881,573,4,3898,15286,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1880,Website,2
882,1739,5,3912,7323,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1881,Website,2
883,1739,7,3912,1720,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1882,Mobile App,3
884,1695,1,3912,10383,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,10,0.0,REV1883,Phone,1
885,330,8,3916,9201,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,46.1983944919528,REV1884,Website,4
886,330,6,3916,11562,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,8,0.0,REV1885,Website,2
887,1202,1,3918,1310,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,3,11.537400152829736,REV1886,Website,1
888,390,10,3919,5853,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,False,2,5.998705326293432,REV1887,Email Survey,2
889,695,10,3922,9045,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,8,47.71447491100168,REV1888,Mobile App,4
890,1764,5,3922,10111,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,9,0.0,REV1889,Email Survey,4
891,610,4,3922,14090,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,2,0.0,REV1890,Phone,4
892,1729,7,3934,392,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,2,0.0,REV1891,Email Survey,3
893,1729,1,3934,14633,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1892,Website,3
894,1659,7,3941,5184,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1893,Phone,4
895,1659,6,3955,13845,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,5,0.0,REV1894,Website,4
896,1793,7,3959,13827,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,3,0.0,REV1895,Website,3
897,1793,6,3959,14476,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,7,37.58499747023054,REV1896,Phone,4
898,1342,6,3967,12989,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,5,0.0,REV1897,Mobile App,3
899,1631,9,3975,13206,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,3,5.043390786305682,REV1898,Website,4
900,1771,8,3975,14928,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,6,0.0,REV1899,Website,4
901,1669,5,3984,6630,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,4,31.822931191491488,REV1900,Website,4
902,1669,8,3984,2330,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,8,2.7301695717018593,REV1901,Website,3
903,1669,6,3984,3342,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,6,0.0,REV1902,Email Survey,4
904,1669,2,3984,8583,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,5.1229139580992005,REV1903,Phone,3
905,1830,3,3996,4195,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,3,39.631903413246604,REV1904,Mobile App,1
906,1799,4,3996,10727,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,False,7,23.621461497692927,REV1905,Phone,1
907,940,3,3999,11841,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,7,0.0,REV1906,Website,3
908,1684,2,4009,5996,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,1,12.716790381670966,REV1907,Website,4
909,1122,10,4010,7881,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,4,24.82232524979777,REV1908,Email Survey,2
910,1796,2,4014,10014,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,4,4.902890566458622,REV1909,Email Survey,2
911,1796,1,4014,9598,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,30.007481621453014,REV1910,Website,4
912,1025,6,4031,4466,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,4,0.0,REV1911,Website,2
913,1840,2,4033,9393,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,5,41.346681541858366,REV1912,Website,3
914,1823,10,4034,9867,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1913,Email Survey,3
915,1823,6,4034,12966,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,1.86321025197908,REV1914,Website,4
916,1079,10,4044,2678,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,8.825408978833167,REV1915,Email Survey,2
917,1796,1,4047,116,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,3,23.279622155694295,REV1916,Website,1
918,1808,4,4050,951,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,31.95797246251123,REV1917,Website,4
919,1517,3,4053,15597,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,7,34.61091963101461,REV1918,Email Survey,1
920,1517,2,4053,3115,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,4,39.363433359520506,REV1919,Website,4
921,1048,7,4053,1973,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,3,3.3132748890240227,REV1920,Website,1
922,1151,4,4081,14011,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,8,1.8687104006216433,REV1921,Email Survey,2
923,990,2,4091,5854,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,8,0.0,REV1922,Website,3
924,1384,6,4091,9317,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,7,0.0,REV1923,Website,2
925,1384,4,4091,94,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,1,0.0,REV1924,Website,1
926,1384,4,4091,5004,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,3,0.0,REV1925,Website,1
927,1384,10,4091,12080,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,6,46.53059280692244,REV1926,Website,4
928,1802,8,4115,3273,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,11,0.0,REV1927,Website,1
929,613,10,4118,6977,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,12.76552785768903,REV1928,Website,3
930,613,8,4118,5157,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,6,8.251584854967248,REV1929,Email Survey,3
931,613,9,4118,8448,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,5,3.0326298236377363,REV1930,Email Survey,2
932,1709,2,4118,1531,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,10,39.05703386578238,REV1931,Email Survey,3
933,1612,4,4124,10273,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,2,0.0,REV1932,Email Survey,3
934,1602,3,4128,8772,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,2,0.0,REV1933,Website,4
935,1553,10,4128,1761,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,7,5.3224576407471655,REV1934,Website,4
936,1553,2,4128,13243,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,5,3.105381315841064,REV1935,Email Survey,1
937,1553,4,4128,5626,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,4,44.92887564430195,REV1936,Website,2
938,1242,6,4130,46,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,6,39.793791945275586,REV1937,Email Survey,4
939,1242,3,4130,1373,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,2,0.0,REV1938,Email Survey,4
940,1242,10,4130,4833,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1939,Website,4
941,1371,10,4135,13334,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1940,Email Survey,1
942,1801,9,4135,10647,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,3,0.0,REV1941,Website,3
943,1801,4,4135,982,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,7,0.0,REV1942,Email Survey,2
944,831,5,4141,6579,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,6,0.0,REV1943,Website,3
945,1627,4,4142,10286,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,5,0.0,REV1944,Website,4
946,1627,1,4142,3969,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,3,0.0,REV1945,Phone,4
947,262,5,4158,8106,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,4,25.820560146925477,REV1946,Email Survey,4
948,1299,2,4160,12086,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,8,26.3657963945058,REV1947,Website,4
949,1653,2,4171,5341,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,5,0.0,REV1948,Email Survey,3
950,1497,6,4172,13195,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,3,11.276740760480587,REV1949,Website,4
951,1295,10,4177,8042,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1950,Website,2
952,1295,2,4177,3445,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1951,Phone,4
953,1558,1,4193,2518,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,28.220885384397288,REV1952,Website,2
954,1558,6,4193,4842,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,5,0.0,REV1953,Website,1
955,1180,6,4193,5452,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,2,0.0,REV1954,Mobile App,2
956,127,2,4203,14693,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,3,0.0,REV1955,Website,1
957,1388,5,4211,1280,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1956,Website,1
958,1388,8,4211,8338,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,2,0.0,REV1957,Website,2
959,1388,8,4211,8667,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1958,Website,1
960,1388,8,4211,63,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,5,0.0,REV1959,Website,3
961,1779,8,4220,11055,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,False,5,0.0,REV1960,Email Survey,2
962,1638,9,4223,874,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,7,34.08326296078301,REV1961,Email Survey,3
963,1827,4,4225,4427,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,False,7,0.0,REV1962,Email Survey,3
964,1600,3,4231,7303,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,7,10.653684855910338,REV1963,Email Survey,1
965,996,6,4232,4416,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,10,0.0,REV1964,Website,3
966,1099,8,4242,13544,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,10,0.0,REV1965,Website,4
967,861,6,4256,12438,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,6,0.0,REV1966,Phone,1
968,1627,8,4259,5935,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1967,Website,3
969,1627,8,4259,14543,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,2,4.91994612736445,REV1968,Phone,1
970,1627,3,4259,4005,4,0.8,1,1,7.5,Passive,100,0.5,Positive,False,4,0.0,REV1969,Website,3
971,1760,7,4268,9804,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,6,9.978604410740218,REV1970,Website,1
972,1815,3,4274,992,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1971,Website,1
973,1815,7,4274,3552,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,3,30.485645618052857,REV1972,Website,4
974,1815,7,4274,13509,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,2,0.0,REV1973,Mobile App,2
975,1815,1,4274,2261,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,5,0.0,REV1974,Website,1
976,1770,3,4280,9133,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,6,10.118496179563248,REV1975,Email Survey,4
977,1770,10,4280,8202,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,9,39.064758156017106,REV1976,Website,1
978,1744,4,4281,1859,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,7,27.68335035407399,REV1977,Email Survey,4
979,1797,1,4281,8384,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,8,0.0,REV1978,Website,2
980,1715,8,4294,6851,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,4,27.586479007564233,REV1979,Email Survey,2
981,1252,5,4305,5009,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,4,0.0,REV1980,Phone,4
982,1252,4,4305,12141,1,0.2,1,1,0.0,Detractor,-100,-1.0,Negative,True,2,8.223603842609398,REV1981,Website,4
983,1779,8,4311,11588,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,6,0.0,REV1982,Mobile App,1
984,1779,3,4311,2975,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,2,0.0,REV1983,Website,1
985,1792,9,4314,7210,3,0.6,1,1,5.0,Detractor,0,0.0,Neutral,True,3,0.0,REV1984,Mobile App,4
986,1792,4,4314,6690,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,True,3,30.068998464944066,REV1985,Website,3
987,1792,8,4314,11135,5,1.0,1,1,10.0,Promoter,100,1.0,Positive,True,2,0.0,REV1986,Phone,3
988,1792,8,4314,4431,4,0.8,1,1,7.5,Passive,100,0.5,Positive,True,8,0.0,REV1987,Website,4
989,416,7,4320,12970,2,0.4,1,1,2.5,Detractor,-100,-0.5,Negative,False,11,25.06028180092333,REV1988,Email Survey,2
