id_fact_livraison,id_temps,id_livraison,id_region,id_client
1101,1615,4,1272,7148
1102,853,24,8868,7169
1103,1274,24,7477,7177
1104,1113,23,7477,7177
1105,1773,13,3059,7178
1106,1749,21,3059,7178
1107,1739,9,798,7194
1108,1664,21,7447,7205
1109,1296,21,3087,7209
1110,1708,20,2785,7210
1111,1722,18,3157,7215
1112,1215,7,3979,7220
1113,1557,15,830,7227
1114,1693,8,8215,7233
1115,1360,11,8198,7243
1116,1689,9,2447,7245
1117,771,7,4409,7251
1118,1340,19,4409,7251
1119,437,21,4409,7251
1120,1529,25,8243,7255
1121,1192,13,4541,7266
1122,419,5,647,7277
1123,925,15,5676,7281
1124,797,8,5676,7281
1125,1444,24,5266,7284
1126,1835,24,3452,7285
1127,1837,14,3386,7298
1128,1465,12,8917,7311
1129,1433,5,1170,7332
1130,1710,16,5061,7342
1131,1842,3,8235,7355
1132,1322,16,3210,7362
1133,1529,6,4544,7368
1134,1720,15,5212,7395
1135,1577,6,5212,7395
1136,1554,6,51,7418
1137,1379,7,49,7421
1138,1826,19,7262,7427
1139,1575,16,995,7430
1140,873,24,5512,7434
1141,1512,6,3820,7446
1142,832,21,803,7450
1143,1527,10,1026,7462
1144,1411,1,2078,7481
1145,1561,10,7969,7492
1146,734,6,7547,7495
1147,1266,6,8927,7521
1148,1624,13,8927,7521
1149,870,22,3877,7526
1150,1137,20,109,7531
1151,1840,7,4368,7532
1152,71,3,2398,7540
1153,1098,5,740,7549
1154,1070,3,7790,7550
1155,776,14,3789,7552
1156,1479,8,3789,7552
1157,1644,15,3544,7557
1158,1607,21,2531,7561
1159,1509,13,2531,7561
1160,1586,4,3801,7569
1161,847,24,820,7574
1162,1657,17,2121,7575
1163,1473,5,4462,7581
1164,1164,24,2512,7589
1165,663,25,2356,7597
1166,1659,1,7069,7603
1167,1732,20,945,7612
1168,630,4,3858,7613
1169,407,13,7567,7622
1170,1770,13,3429,7636
1171,1795,1,5758,7640
1172,526,4,4162,7641
1173,1837,1,3790,7645
1174,880,25,3528,7655
1175,1438,21,3432,7656
1176,1156,2,3432,7656
1177,1743,5,9041,7668
1178,1707,8,3289,7670
1179,1337,25,9040,7671
1180,883,3,9040,7671
1181,616,9,9040,7671
1182,1800,5,5092,7676
1183,495,21,4444,7684
1184,1590,20,2248,7693
1185,889,1,6724,7705
1186,1235,1,1026,7706
1187,1635,4,4322,7707
1188,1148,18,1812,7708
1189,1065,24,258,7714
1190,1305,11,5886,7716
1191,845,23,1835,7717
1192,858,3,7979,7721
1193,1299,7,2956,7726
1194,1788,5,252,7727
1195,212,16,4404,7735
1196,1810,25,1026,7752
1197,1322,19,272,7761
1198,1629,15,3960,7762
1199,1008,6,6870,7767
1200,1143,10,7627,7774
1201,1751,11,1971,7780
1202,1803,16,7783,7781
1203,1365,5,3293,7789
1204,1582,8,6871,7792
1205,973,2,5512,7797
1206,1774,18,5512,7797
1207,1426,23,3461,7803
1208,1778,9,2884,7806
1209,1791,21,2884,7806
1210,1237,18,6061,7813
1211,1747,4,6582,7824
1212,1567,1,4741,7831
1213,484,2,8235,7835
1214,1176,4,4335,7844
1215,1008,18,6587,7849
1216,1328,10,594,7854
1217,892,4,1795,7855
1218,1438,17,6510,7860
1219,782,14,3472,7883
1220,460,5,3837,7885
1221,1719,1,6471,7892
1222,1645,8,6845,7895
1223,1140,1,1552,7898
1224,1306,8,1552,7898
1225,1364,14,1552,7898
1226,1842,13,8131,7900
1227,1842,5,8131,7900
1228,1563,12,9041,7904
1229,1328,21,7101,7905
1230,1750,10,2646,7917
1231,1069,8,4956,7919
1232,1758,22,3867,7930
1233,1684,13,3867,7930
1234,1805,22,3300,7931
1235,1550,23,6000,7939
1236,1648,4,4515,7952
1237,1758,16,4515,7952
1238,1215,6,5512,7960
1239,1680,4,3052,7962
1240,1841,8,4816,7968
1241,1034,4,7581,7972
1242,1637,10,8712,7976
1243,1441,12,7474,7977
1244,665,3,3151,7978
1245,1782,20,4443,7985
1246,1423,11,6958,7993
1247,1825,4,2151,8002
1248,1735,12,7534,8008
1249,1719,3,7454,8014
1250,1809,2,7454,8014
1251,1770,20,5741,8036
1252,1454,5,8863,8037
1253,887,6,8863,8037
1254,1764,14,8894,8044
1255,1790,17,8894,8044
1256,1366,11,4612,8062
1257,1800,20,4612,8062
1258,1337,6,5803,8073
1259,1299,22,5803,8073
1260,930,14,5694,8075
1261,1074,5,1908,8087
1262,1598,22,3480,8089
1263,644,22,933,8093
1264,1514,10,7580,8096
1265,1413,20,5741,8097
1266,1592,10,3467,8100
1267,1123,12,3421,8102
1268,1499,4,7180,8108
1269,1463,9,6488,8121
1270,1670,16,7572,8135
1271,1249,22,4959,8147
1272,1140,12,4959,8147
1273,1487,9,1444,8149
1274,1654,23,2851,8158
1275,1584,3,829,8162
1276,1378,1,7086,8163
1277,1818,5,2243,8187
1278,1292,25,7614,8188
1279,1207,21,2189,8200
1280,1602,5,4325,8221
1281,1826,11,8615,8229
1282,1797,5,7661,8230
1283,1005,13,7866,8236
1284,1787,15,1073,8239
1285,473,24,8225,8242
1286,1476,16,3580,8249
1287,1516,3,7647,8265
1288,232,4,3490,8268
1289,963,19,5042,8269
1290,964,14,3768,8276
1291,1611,24,8932,8279
1292,1125,9,2605,8286
1293,1700,5,3989,8287
1294,1255,3,1062,8288
1295,1567,11,6665,8294
1296,1740,5,4537,8303
1297,1496,6,8776,8317
1298,1799,25,6706,8320
1299,1073,13,6724,8332
1300,650,12,9041,8337
1301,1138,11,9041,8337
1302,1083,16,6285,8339
1303,1442,14,3802,8377
1304,1752,16,6424,8380
1305,1630,23,4442,8384
1306,870,14,8331,8386
1307,647,20,8331,8386
1308,1594,21,4327,8391
1309,581,11,4327,8391
1310,1577,5,2682,8398
1311,1792,21,3180,8414
1312,1810,8,4959,8415
1313,1312,13,4423,8428
1314,1538,14,4423,8428
1315,1330,18,8079,8429
1316,1842,16,6615,8437
1317,1796,18,7023,8452
1318,1466,18,3556,8466
1319,1281,16,379,8470
1320,1328,18,379,8470
1321,1602,18,2074,8474
1322,1243,8,652,8490
1323,1798,13,5951,8498
1324,781,3,7856,8499
1325,541,19,4159,8508
1326,1602,23,3550,8510
1327,1788,14,3882,8528
1328,683,17,4325,8529
1329,1837,19,1487,8544
1330,1778,25,7532,8559
1331,1411,23,7532,8559
1332,1841,24,2452,8563
1333,1789,8,1777,8569
1334,477,23,8761,8571
1335,969,3,1170,8572
1336,1048,8,8901,8593
1337,767,12,3141,8609
1338,853,1,4952,8634
1339,571,7,4354,8650
1340,1418,1,7597,8651
1341,1338,12,5573,8669
1342,1658,18,7456,8694
1343,1773,16,3760,8700
1344,1596,5,7751,8706
1345,1587,4,7751,8706
1346,1716,2,5001,8710
1347,954,12,3492,8723
1348,1822,12,3479,8724
1349,1253,25,3556,8726
1350,1069,5,98,8735
1351,1831,10,8132,8738
1352,1818,15,3730,8741
1353,1662,5,4423,8748
1354,1514,18,3735,8757
1355,1722,14,3971,8763
1356,1258,8,2166,8769
1357,1560,7,4816,8774
1358,1841,8,371,8794
1359,1473,2,5382,8797
1360,1808,24,7524,8801
1361,903,5,4374,8802
1362,522,4,3763,8803
1363,1263,23,2554,8804
1364,1736,23,3166,8806
1365,1729,5,3408,8816
1366,1619,13,4415,8817
1367,1748,24,6513,8830
1368,1559,1,6513,8830
1369,976,23,3402,8832
1370,1400,14,337,8835
1371,1664,12,3079,8844
1372,1017,2,1271,8852
1373,1632,23,4955,8859
1374,1630,4,5420,8869
1375,1839,22,4869,8873
1376,1450,19,1266,8888
1377,453,3,3445,8907
1378,788,16,3445,8907
1379,1289,20,3152,8913
1380,1142,6,8979,8919
1381,1775,1,7750,8935
1382,1380,5,1617,8937
1383,618,12,4617,8947
1384,1573,5,3419,8948
1385,1406,3,3419,8948
1386,1382,8,3428,8967
1387,1270,3,933,8978
1388,1758,1,1793,8981
1389,1691,19,7263,8982
1390,1415,14,7567,8985
1391,1658,5,3804,8995
1392,1563,25,3804,8995
1393,1766,6,3451,9005
1394,1785,16,4336,9007
1395,1420,24,3953,9009
1396,1549,5,4501,9016
1397,1558,24,4501,9016
1398,1799,17,2549,9027
1399,1318,23,7447,9047
1400,1452,10,2892,9056
1401,1841,16,6828,9057
1402,383,14,6876,9068
1403,683,24,6004,9072
1404,794,11,5384,9077
1405,1744,15,594,9081
1406,1455,21,7485,9086
1407,1637,23,7485,9086
1408,1782,1,1412,9093
1409,429,10,3453,9096
1410,1791,4,2971,9097
1411,1385,5,8916,9104
1412,1496,2,3979,9119
1413,1790,21,3731,9132
1414,812,2,6184,9135
1415,1739,20,6184,9135
1416,612,25,7297,9141
1417,1779,6,7825,9145
1418,1802,17,4196,9162
1419,1662,6,6488,9184
1420,1842,1,697,9198
1421,1834,13,8931,9205
1422,1542,14,3167,9219
1423,1537,22,3167,9219
1424,1808,15,3167,9219
1425,1018,18,7617,9231
1426,1638,23,691,9233
1427,1426,9,3465,9247
1428,1397,19,6590,9248
1429,1794,17,9041,9264
1430,652,10,1541,9270
1431,961,23,1541,9270
1432,1679,8,663,9271
1433,1828,14,663,9271
1434,966,6,1422,9280
1435,1708,9,1670,9292
1436,1703,3,693,9293
1437,1226,17,4520,9305
1438,1628,13,4989,9308
1439,1778,5,7793,9311
1440,1761,24,7793,9311
1441,1642,7,7804,9316
1442,1787,13,181,9351
1443,1145,20,1849,9355
1444,1665,2,1849,9355
1445,1754,8,8921,9359
1446,1448,13,4817,9383
1447,1436,6,4817,9383
1448,1759,24,1308,9384
1449,1489,18,1308,9384
1450,872,20,8399,9386
1451,1090,3,243,9394
1452,1062,23,7578,9397
1453,571,15,7578,9397
1454,1603,16,7654,9398
1455,1593,11,313,9402
1456,1840,21,7544,9404
1457,1776,21,6191,9409
1458,1658,13,7654,9419
1459,1672,13,4204,9420
1460,1421,6,3289,9423
1461,1462,2,5766,9425
1462,1274,12,5761,9426
1463,969,21,1356,9427
1464,1289,14,3401,9428
1465,936,7,7793,9452
1466,1313,9,7790,9453
1467,1225,4,1981,9472
1468,1258,4,3473,9485
1469,615,3,7994,9486
1470,974,12,8427,9502
1471,118,20,4232,9505
1472,1754,25,3545,9547
1473,1765,11,3545,9547
1474,1347,1,2287,9548
1475,1438,8,3776,9553
1476,1082,10,7615,9556
1477,1819,6,8235,9563
1478,1722,18,7670,9565
1479,1699,4,8724,9569
1480,665,3,5925,9577
1481,1833,7,7447,9600
1482,1596,20,6574,9620
1483,1569,1,6574,9620
1484,1394,25,3559,9624
1485,1841,10,3237,9627
1486,1815,7,6659,9628
1487,1782,18,7529,9632
1488,1561,7,7529,9632
1489,1711,21,3586,9647
1490,998,2,6759,9649
1491,1285,8,6759,9649
1492,634,9,3820,9656
1493,1684,3,3820,9656
1494,1137,19,4624,9664
1495,775,19,3425,9674
1496,1635,2,1648,9676
1497,191,19,9055,9678
1498,1831,16,7657,9686
1499,1136,2,711,9701
1500,686,2,8934,9712
1501,1365,11,2074,9738
1502,1366,3,3553,9739
1503,1223,10,3553,9739
1504,98,1,3451,9745
1505,1843,12,7604,9747
1506,1210,25,3440,9764
1507,1348,10,1347,9769
1508,1165,13,820,9777
1509,783,17,8017,9778
1510,864,7,7596,9783
1511,1635,11,5512,9793
1512,1551,25,7569,9796
1513,1534,13,3442,9807
1514,1265,24,8185,9814
1515,920,12,8963,9826
1516,1843,5,3559,9831
1517,769,23,4428,9845
1518,1394,22,4071,9849
1519,1658,4,2581,9852
1520,637,11,8862,9864
1521,1751,14,2071,9880
1522,1733,24,829,9917
1523,1616,17,829,9917
1524,1775,4,3979,9920
1525,1600,17,7447,9925
1526,1063,25,795,9933
1527,1836,5,3159,9937
1528,1722,1,8519,9944
1529,1651,19,7723,9947
1530,1708,13,6619,9949
1531,1247,16,834,9960
1532,1276,19,2074,9962
1533,1078,2,7447,9971
1534,868,10,944,9974
1535,1799,6,3542,10008
1536,1788,5,3542,10008
1537,761,22,1026,10013
1538,1717,15,3467,10014
1539,1843,3,4549,10019
1540,884,21,3776,10025
1541,563,3,5005,10026
1542,1129,23,7456,10032
1543,1305,8,3419,10048
1544,872,7,3538,10049
1545,568,22,666,10060
1546,545,21,666,10060
1547,1361,5,8936,10064
1548,1805,25,8936,10064
1549,124,23,1346,10066
1550,1568,6,1370,10070
1551,1524,17,7477,10083
1552,1744,17,7576,10085
1553,1369,24,3541,10087
1554,1424,20,4838,10095
1555,1827,21,8927,10100
1556,1076,17,8927,10100
1557,825,25,3981,10103
1558,1754,11,3763,10119
1559,648,15,3204,10121
1560,1612,5,7582,10129
1561,1837,11,7602,10130
1562,961,10,2074,10138
1563,1721,12,7243,10154
1564,1725,20,3987,10156
1565,1643,14,7941,10157
1566,1379,2,2885,10159
1567,1363,23,4369,10166
1568,1447,25,4393,10169
1569,1753,22,8184,10178
1570,1206,13,80,10188
1571,1476,8,3837,10192
1572,1018,7,354,10200
1573,866,20,4367,10202
1574,701,20,4367,10202
1575,1630,3,7447,10211
1576,1041,5,822,10222
1577,539,19,3762,10224
1578,1828,21,3086,10232
1579,1099,16,3086,10232
1580,1277,4,4549,10235
1581,1326,1,4334,10244
1582,1188,5,658,10252
1583,1675,25,8921,10258
1584,1763,10,8921,10258
1585,1638,18,8921,10258
1586,1843,3,5220,10266
1587,999,16,5517,10274
1588,1400,4,3101,10323
1589,1632,15,1143,10326
1590,530,11,1637,10327
1591,785,6,4927,10329
1592,1721,10,8694,10340
1593,1315,6,8694,10340
1594,1756,3,7987,10369
1595,1008,9,7987,10369
1596,1699,19,476,10395
1597,1396,12,7898,10407
1598,759,12,3214,10411
1599,1785,3,82,10421
1600,1744,3,8961,10432
1601,1615,6,5151,10435
1602,1473,23,1820,10437
1603,1772,25,6784,10442
1604,1599,15,4845,10443
1605,1452,9,652,10446
1606,810,16,3272,10454
1607,1807,9,8987,10463
1608,1546,25,3098,10474
1609,1500,15,7236,10475
1610,1285,21,5327,10485
1611,1243,5,6205,10486
1612,1794,4,5128,10495
1613,1083,19,5512,10496
1614,1802,16,49,10504
1615,1447,2,8186,10509
1616,1795,12,9041,10510
1617,1614,10,6542,10519
1618,1160,13,3419,10520
1619,1810,14,1752,10524
1620,1245,20,7545,10547
1621,1840,22,8894,10548
1622,1579,5,3489,10563
1623,1155,15,7554,10568
1624,607,12,4028,10576
1625,1054,17,7718,10585
1626,1443,20,7232,10587
1627,959,11,9028,10594
1628,1528,12,5565,10602
1629,1783,3,7684,10606
1630,1378,22,2057,10613
1631,1668,14,4423,10620
1632,1104,17,3779,10621
1633,1018,15,733,10634
1634,1818,9,3585,10650
1635,539,22,3973,10653
1636,1591,2,3428,10677
1637,1826,20,4186,10679
1638,1692,21,3093,10689
1639,1675,2,443,10690
1640,1707,24,3731,10695
1641,1282,8,4186,10714
1642,1828,23,3101,10715
1643,1328,18,4528,10729
1644,631,1,7447,10731
1645,1682,5,82,10736
1646,1771,4,4617,10739
1647,1705,10,3455,10742
1648,1693,13,7447,10763
1649,776,6,5576,10768
1650,680,19,3114,10775
1651,1046,13,4472,10778
1652,1176,3,7243,10785
1653,1353,8,7243,10785
1654,1293,13,7447,10793
1655,1582,15,5729,10803
1656,631,22,3447,10807
1657,652,3,7447,10810
1658,345,12,909,10812
1659,1617,15,8186,10815
1660,639,15,4878,10821
1661,1563,21,7250,10844
1662,1709,18,7250,10844
1663,1541,15,7515,10860
1664,1356,4,4956,10864
1665,1771,3,80,10867
1666,1524,6,80,10867
1667,1715,24,1653,10872
1668,1565,4,7790,10887
1669,385,13,7447,10899
1670,992,25,8197,10910
1671,1223,14,7427,10912
1672,1626,7,3098,10913
1673,1608,13,1074,10914
1674,1776,11,7249,10915
1675,1653,3,6889,10916
1676,1615,11,3545,10932
1677,1643,11,7565,10940
1678,1798,20,8396,10942
1679,1513,16,3991,10957
1680,1304,7,3749,10964
1681,1175,23,6112,10980
1682,872,24,3848,10981
1683,1171,16,5236,10983
1684,795,4,1635,10985
1685,1233,9,1180,10986
1686,1046,15,1180,10986
1687,1476,2,3417,10994
1688,1673,18,6749,10995
1689,1595,5,5562,11009
1690,585,16,4733,11041
1691,897,5,4733,11041
1692,1145,21,6912,11048
1693,1585,7,4323,11067
1694,1596,11,1180,11078
1695,1136,19,7654,11079
1696,1738,2,1516,11081
1697,1699,20,5512,11087
1698,1189,25,3101,11088
1699,811,13,1752,11089
1700,1723,2,1752,11089
1701,471,12,1752,11089
1702,1669,14,96,11098
1703,1826,16,3449,11103
1704,1827,7,8887,11111
1705,941,2,1046,11118
1706,672,7,6657,11127
1707,1754,1,1959,11128
1708,1671,25,3781,11134
1709,882,22,8186,11149
1710,1086,14,848,11155
1711,1725,9,1026,11162
1712,1311,9,3448,11165
1713,1250,21,5743,11169
1714,1834,6,7821,11182
1715,1356,3,2448,11195
1716,1801,5,1252,11197
1717,545,3,1739,11209
1718,1822,9,8235,11215
1719,212,13,4981,11216
1720,1667,3,5331,11228
1721,1742,10,4799,11232
1722,184,23,140,11235
1723,1539,15,8500,11236
1724,603,14,6456,11249
1725,1664,17,1289,11252
1726,1838,7,5512,11254
1727,1013,22,3157,11261
1728,451,9,3157,11261
1729,1192,6,3720,11263
1730,859,2,3088,11268
1731,1533,3,2869,11274
1732,587,14,80,11278
1733,923,11,80,11278
1734,1774,25,2958,11280
1735,1453,10,3928,11287
1736,1316,6,3216,11299
1737,1116,7,5767,11306
1738,1143,12,6870,11308
1739,1171,14,2258,11311
1740,1673,16,6542,11312
1741,1434,16,3713,11343
1742,1704,18,4580,11354
1743,1695,23,3748,11355
1744,981,6,3412,11358
1745,1191,23,7802,11366
1746,1200,14,1862,11372
1747,585,12,1862,11372
1748,1775,23,2679,11377
1749,1809,19,2774,11385
1750,1037,13,8235,11386
1751,1477,1,8235,11386
1752,1149,18,7447,11391
1753,1416,20,6870,11405
1754,1519,7,5512,11408
1755,1591,3,7570,11416
1756,1605,24,5512,11417
1757,1781,22,3420,11418
1758,1682,19,652,11419
1759,1506,20,300,11435
1760,1405,5,300,11435
1761,1427,11,4327,11440
1762,1293,22,7242,11451
1763,1768,24,3409,11462
1764,1321,24,7616,11467
1765,1468,24,8768,11472
1766,1759,24,1971,11473
1767,1821,11,7917,11479
1768,1716,1,817,11485
1769,1746,5,5985,11486
1770,1791,15,8872,11494
1771,301,5,8857,11495
1772,398,16,8857,11495
1773,1375,11,4037,11500
1774,1751,4,3397,11503
1775,1786,22,8903,11506
1776,1186,14,8188,11514
1777,1822,9,3982,11518
1778,1288,17,3265,11521
1779,1512,24,7783,11527
1780,1725,1,6950,11548
1781,1683,15,324,11551
1782,908,5,1055,11559
1783,1644,21,4372,11560
1784,443,15,837,11563
1785,1577,21,3583,11568
1786,1830,19,4171,11569
1787,1819,4,5423,11572
1788,1564,2,3967,11574
1789,1541,7,3967,11574
1790,1279,24,7790,11576
1791,1380,7,1971,11584
1792,1838,14,8942,11598
1793,1836,23,8072,11603
1794,1792,18,5512,11605
1795,1458,25,5281,11612
1796,603,6,4529,11622
1797,1840,20,2662,11637
1798,1768,13,8929,11641
1799,447,7,257,11643
1800,1398,12,9085,11649
1801,1048,7,9085,11649
1802,503,7,9085,11649
1803,1842,22,5186,11655
1804,562,19,9135,11657
1805,1523,1,4520,11664
1806,1813,12,4520,11664
1807,1722,12,5934,11678
1808,1841,1,4065,11681
1809,1692,10,3509,11686
1810,521,10,4133,11712
1811,1729,17,1635,11729
1812,1598,4,1635,11729
1813,1728,23,3840,11730
1814,784,16,2057,11734
1815,1368,21,2389,11737
1816,1828,15,2057,11738
1817,1506,14,9041,11744
1818,1194,14,3090,11746
1819,144,12,4015,11749
1820,711,12,7643,11759
1821,1268,18,2305,11761
1822,595,14,1281,11769
1823,653,17,1180,11771
1824,1839,25,3286,11790
1825,1821,11,3286,11790
1826,1842,4,3860,11795
1827,1135,6,1989,11804
1828,1495,15,1989,11804
1829,1383,14,3082,11811
1830,1654,12,2942,11814
1831,1746,6,7647,11837
1832,799,18,4239,11845
1833,1650,20,1237,11850
1834,1228,6,81,11852
1835,1356,18,81,11852
1836,1074,14,8215,11854
1837,967,13,7447,11860
1838,1724,10,4942,11865
1839,1700,22,7553,11868
1840,989,23,3525,11871
1841,1758,22,7485,11878
1842,1838,14,5095,11892
1843,1682,21,7662,11925
1844,899,10,7447,11926
1845,837,23,1093,11949
1846,1054,20,7447,11958
1847,1779,4,1317,11959
1848,1607,3,3882,11962
1849,1703,4,8123,11966
1850,1577,3,8018,11972
1851,1760,21,741,12018
1852,1328,1,7447,12020
1853,1417,20,9136,12021
1854,342,14,7778,12026
1855,812,4,3525,12042
1856,1519,16,8923,12048
1857,491,24,2876,12054
1858,1584,25,7653,12055
1859,1116,20,7565,12056
1860,1832,18,5512,12057
1861,563,4,7380,12071
1862,1512,21,3924,12072
1863,1758,15,7683,12077
1864,857,17,2282,12078
1865,916,19,8724,12083
1866,1391,2,812,12086
1867,1687,22,8403,12089
1868,576,10,255,12093
1869,960,14,255,12093
1870,68,7,4327,12096
1871,1823,8,7565,12097
1872,1329,25,1305,12105
1873,1457,15,8862,12119
1874,1134,18,6149,12128
1875,1753,13,3773,12131
1876,1837,4,3773,12131
1877,1008,7,7223,12141
1878,1421,16,652,12143
1879,1779,4,80,12153
1880,1767,12,80,12153
1881,547,15,6542,12183
1882,1395,14,7142,12195
1883,1749,21,4803,12198
1884,1303,23,8198,12211
1885,1333,24,5869,12214
1886,1840,13,4015,12215
1887,1595,1,6464,12220
1888,1663,12,3781,12223
1889,1436,8,4845,12233
1890,1814,17,2942,12240
1891,996,10,1180,12243
1892,1706,9,2331,12247
1893,1809,22,2331,12247
1894,546,9,8802,12251
1895,1759,10,3457,12253
1896,1841,14,5528,12255
1897,1570,22,324,12258
1898,1642,8,4636,12268
1899,1370,1,4636,12268
1900,1536,14,8032,12269
1901,1486,2,8032,12269
1902,1158,1,7234,12275
1903,271,1,4609,12285
1904,654,5,7823,12286
1905,1424,12,7823,12286
1906,1769,17,3107,12287
1907,1108,24,5382,12288
1908,1780,20,4711,12290
1909,1566,11,4617,12295
1910,1646,11,4617,12295
1911,1818,6,8858,12296
1912,1762,19,729,12305
1913,1654,14,7681,12311
1914,923,8,6859,12323
1915,1597,18,652,12331
1916,1151,13,652,12331
1917,1454,7,6534,12344
1918,1363,20,304,12354
1919,1706,21,8901,12365
1920,946,13,5512,12370
1921,1384,2,5512,12370
1922,1676,19,6422,12377
1923,1468,14,810,12380
1924,1634,5,3953,12386
1925,1475,21,3953,12386
1926,1713,13,3962,12389
1927,1480,24,2109,12390
1928,1286,6,4816,12427
1929,1743,13,678,12461
1930,1814,11,6225,12472
1931,1231,17,4423,12473
1932,1431,6,3409,12475
1933,724,14,7521,12484
1934,607,8,5788,12485
1935,1806,4,7979,12491
1936,772,23,7881,12500
1937,751,5,8074,12504
1938,731,17,8074,12504
1939,1768,4,1180,12510
1940,1491,21,7657,12516
1941,1643,19,4526,12528
1942,1820,13,5512,12535
1943,1840,25,7313,12542
1944,1764,21,3417,12543
1945,1769,9,4945,12552
1946,1768,18,3408,12553
1947,1764,6,7512,12555
1948,1572,11,6938,12559
1949,306,7,2431,12561
1950,1773,3,5186,12577
1951,1246,3,4416,12591
1952,1259,1,4186,12595
1953,675,14,8481,12597
1954,1826,1,4327,12608
1955,1620,21,252,12614
1956,1567,25,7866,12619
1957,519,19,8398,12642
1958,1834,5,3843,12652
1959,1492,1,4349,12694
1960,1370,20,6582,12696
1961,1786,23,7549,12703
1962,1754,18,42,12715
1963,1621,3,8937,12728
1964,503,19,80,12735
1965,1788,13,4774,12740
1966,1473,1,3495,12748
1967,1221,24,3794,12758
1968,1682,24,1740,12771
1969,1627,5,3506,12773
1970,962,15,7175,12781
1971,1268,21,8451,12801
1972,868,21,6841,12802
1973,1377,25,5212,12803
1974,1563,12,7243,12807
1975,1712,6,8943,12809
1976,1842,8,3113,12812
1977,1568,21,3145,12828
1978,772,8,3145,12828
1979,743,10,3753,12830
1980,1795,7,3828,12847
1981,1693,18,4573,12859
1982,1651,8,3556,12860
1983,1648,24,7282,12865
1984,1446,25,7481,12866
1985,1511,13,8927,12872
1986,1773,25,1755,12880
1987,876,9,900,12889
1988,1599,22,4044,12895
1989,1517,2,4044,12895
1990,1274,9,9181,12909
1991,900,3,5512,12922
1992,1151,5,5512,12922
1993,1580,21,8399,12926
1994,1129,1,101,12936
1995,1731,21,7469,12961
1996,1818,19,3540,12972
1997,1770,4,3540,12972
1998,1267,4,3803,12987
1999,1809,15,6567,12993
2000,797,20,6567,12993
2001,1563,4,3820,13004
2002,1539,4,5139,13008
2003,1653,5,5139,13008
2004,1685,10,7204,13016
2005,1209,9,8195,13019
2006,1804,6,8195,13019
2007,1734,3,801,13023
2008,1661,3,801,13023
2009,1749,16,801,13023
2010,1035,12,3102,13037
2011,802,7,1208,13040
2012,1540,13,1337,13043
2013,1664,4,2917,13054
2014,1152,16,7606,13056
2015,1749,1,1482,13063
2016,1730,14,3719,13067
2017,1128,3,4550,13076
2018,1448,16,5358,13089
2019,1037,21,3398,13090
2020,1013,3,3497,13096
2021,1418,7,4324,13103
2022,1053,22,8715,13114
2023,1831,14,3556,13115
2024,1506,13,5135,13137
2025,1621,11,7772,13143
2026,806,21,3432,13151
2027,1076,15,1164,13155
2028,1164,6,3739,13160
2029,1832,6,104,13161
2030,1803,10,104,13161
2031,1747,1,7804,13162
2032,1733,6,919,13163
2033,1278,22,4057,13166
2034,1826,19,4057,13166
2035,1803,21,1769,13168
2036,1256,20,7721,13173
2037,1824,2,2847,13176
2038,1613,4,8862,13182
2039,1515,11,3268,13186
2040,1606,12,4375,13190
2041,924,16,1263,13191
2042,853,20,1263,13191
2043,1074,20,3095,13213
2044,822,18,1213,13217
2045,1403,1,3233,13224
2046,1337,6,7565,13235
2047,1820,17,7987,13254
2048,1048,24,4044,13271
2049,1272,9,7658,13277
2050,870,4,7658,13277
2051,1147,7,7658,13277
2052,1689,20,12,13292
2053,1078,1,4252,13294
2054,1505,18,4252,13294
2055,1613,1,4044,13310
2056,1665,17,4044,13310
2057,1437,17,667,13324
2058,646,25,667,13324
2059,1302,5,3529,13332
2060,1828,7,7501,13343
2061,1277,12,1765,13352
2062,980,4,8202,13358
2063,1577,7,6542,13364
2064,1829,1,7580,13365
2065,1263,11,1993,13367
2066,1049,5,7215,13383
2067,1412,8,813,13390
2068,1709,3,1959,13399
2069,1271,24,8768,13400
2070,1065,23,4550,13414
2071,1014,5,7150,13416
2072,742,9,8885,13450
2073,1591,9,3105,13451
2074,1519,16,73,13452
2075,1082,7,3421,13455
2076,1686,3,3786,13459
2077,1694,12,3786,13459
2078,1790,23,2873,13461
2079,1839,18,3937,13473
2080,1839,21,3937,13473
2081,1839,10,3937,13473
2082,1816,15,3559,13478
2083,1821,24,4801,13481
2084,1015,16,4384,13484
2085,1467,14,2593,13490
2086,1560,17,1131,13514
2087,1776,13,1437,13520
2088,985,7,3790,13534
2089,768,9,8901,13539
2090,1576,6,264,13557
2091,1833,7,3548,13575
2092,1181,22,321,13594
2093,1080,23,321,13594
2094,1546,9,1558,13608
2095,1223,13,3418,13624
2096,1791,4,6908,13632
2097,1843,19,8941,13649
2098,1233,25,8032,13652
2099,1526,19,7598,13677
2100,1024,10,4856,13681
2101,845,6,4856,13681
2102,960,7,2962,13686
2103,1566,24,5327,13692
2104,1669,16,2490,13697
2105,1423,14,8918,13703
2106,1780,15,3712,13708
2107,1187,14,3841,13710
2108,1785,20,7484,13731
2109,1789,24,3719,13732
2110,1725,9,4519,13740
2111,1803,11,7970,13742
2112,1696,20,7609,13747
2113,1717,4,3782,13770
2114,1247,20,1097,13771
2115,1562,13,4260,13778
2116,1639,14,5557,13779
2117,1841,7,6743,13782
2118,1541,19,6743,13782
2119,1777,12,6743,13782
