id_fact_livraison,id_temps,id_livraison,id_region,id_client,delai_traitement_heures,delai_livraison_heures,delai_total_heures,delai_vs_promis,is_livraison_ontime,is_livraison_retard,cout_livraison,nombre_tentatives,id_status,order_id,tracking_number
1469,615,3,7994,9486,60.21666666666667,52.5,112.71666666666667,40.71666666666667,False,True,5.932720000607812,1,1,ORD6468,TRK11468
1470,974,12,8427,9502,34.85,117.03333333333333,151.88333333333333,79.88333333333333,False,True,22.72018226251008,1,1,ORD6469,TRK11469
1471,118,20,4232,9505,53.766666666666666,114.73333333333333,168.5,48.5,False,True,8.370256879123488,1,1,ORD6470,TRK11470
1472,1754,25,3545,9547,64.65,93.63333333333334,158.28333333333333,38.28333333333333,False,True,17.34969710016552,3,1,ORD6471,TRK11471
1473,1765,11,3545,9547,31.4,55.13333333333333,86.53333333333333,38.53333333333333,False,True,18.024362183279436,1,1,ORD6472,TRK11472
1474,1347,1,2287,9548,5.516666666666667,54.8,60.31666666666667,36.31666666666667,False,True,11.350888925308675,1,1,ORD6473,TRK11473
1475,1438,8,3776,9553,51.1,60.56666666666667,111.66666666666667,63.66666666666667,False,True,21.66492327924219,3,1,ORD6474,TRK11474
1476,1082,10,7615,9556,30.783333333333335,37.06666666666667,67.85,-52.150000000000006,True,False,9.280605161216691,3,1,ORD6475,TRK11475
1477,1819,6,8235,9563,1.5166666666666666,28.983333333333334,30.5,6.5,False,True,6.429159297241666,1,1,ORD6476,TRK11476
1478,1722,18,7670,9565,70.73333333333333,29.866666666666667,100.6,28.599999999999994,False,True,6.370838843731135,2,1,ORD6477,TRK11477
1479,1699,4,8724,9569,41.45,86.46666666666667,127.91666666666667,55.91666666666667,False,True,11.008536538555036,1,1,ORD6478,TRK11478
1480,665,3,5925,9577,10.683333333333334,71.83333333333333,82.51666666666667,-85.48333333333333,True,False,14.26492983031803,1,1,ORD6479,TRK11479
1481,1833,7,7447,9600,12.45,76.98333333333333,89.43333333333334,-30.566666666666663,True,False,17.587264203192703,1,1,ORD6480,TRK11480
1482,1596,20,6574,9620,37.15,44.1,81.25,-86.75,True,False,19.57416599666866,2,1,ORD6481,TRK11481
1483,1569,1,6574,9620,61.333333333333336,48.766666666666666,110.1,62.099999999999994,False,True,8.573819003305587,1,1,ORD6482,TRK11482
1484,1394,25,3559,9624,0.9666666666666667,43.96666666666667,44.93333333333333,-3.06666666666667,True,False,18.67846065967686,1,1,ORD6483,TRK11483
1485,1841,10,3237,9627,6.983333333333333,102.66666666666667,109.65,85.65,False,True,8.650801044656797,1,1,ORD6484,TRK11484
1486,1815,7,6659,9628,17.466666666666665,108.91666666666667,126.38333333333334,6.38333333333334,False,True,24.943860784688898,3,1,ORD6485,TRK11485
1487,1782,18,7529,9632,61.55,89.73333333333333,151.28333333333333,127.28333333333333,False,True,24.181360991289008,1,1,ORD6486,TRK11486
1488,1561,7,7529,9632,24.783333333333335,35.4,60.18333333333333,36.18333333333333,False,True,7.048149799722083,2,1,ORD6487,TRK11487
1489,1711,21,3586,9647,30.5,24.016666666666666,54.516666666666666,6.516666666666666,False,True,18.10240184364951,3,1,ORD6488,TRK11488
1490,998,2,6759,9649,42.6,40.9,83.5,35.5,False,True,23.065337858627903,3,1,ORD6489,TRK11489
1491,1285,8,6759,9649,9.05,49.05,58.1,-61.9,True,False,6.614048613023744,1,1,ORD6490,TRK11490
1492,634,9,3820,9656,59.71666666666667,1.2333333333333334,60.95,12.950000000000003,False,True,7.479630418561218,1,1,ORD6491,TRK11491
1493,1684,3,3820,9656,27.55,107.61666666666666,135.16666666666666,15.166666666666657,False,True,11.939952033367085,1,1,ORD6492,TRK11492
1494,1137,19,4624,9664,62.083333333333336,73.53333333333333,135.61666666666667,-32.383333333333326,True,False,6.914570054418549,2,1,ORD6493,TRK11493
1495,775,19,3425,9674,12.0,26.666666666666668,38.666666666666664,-33.333333333333336,True,False,22.711843049134895,1,1,ORD6494,TRK11494
1496,1635,2,1648,9676,40.61666666666667,106.0,146.61666666666667,-21.383333333333326,True,False,22.51089687103865,3,1,ORD6495,TRK11495
1497,191,19,9055,9678,15.266666666666667,96.23333333333333,111.5,63.5,False,True,23.974253655114715,3,1,ORD6496,TRK11496
1498,1831,16,7657,9686,19.333333333333332,60.666666666666664,80.0,8.0,False,True,9.099841623757046,1,1,ORD6497,TRK11497
1499,1136,2,711,9701,53.78333333333333,83.41666666666667,137.2,65.19999999999999,False,True,5.907023850351045,1,1,ORD6498,TRK11498
1500,686,2,8934,9712,54.56666666666667,55.86666666666667,110.43333333333334,86.43333333333334,False,True,13.892559529997314,1,1,ORD6499,TRK11499
1501,1365,11,2074,9738,37.61666666666667,31.516666666666666,69.13333333333334,-2.86666666666666,True,False,22.61106572211802,1,1,ORD6500,TRK11500
1502,1366,3,3553,9739,56.61666666666667,91.93333333333334,148.55,28.55000000000001,False,True,17.768935985429557,1,1,ORD6501,TRK11501
1503,1223,10,3553,9739,3.15,109.26666666666667,112.41666666666667,64.41666666666667,False,True,24.966342862842225,1,1,ORD6502,TRK11502
1504,98,1,3451,9745,58.68333333333333,84.2,142.88333333333333,94.88333333333333,False,True,23.11373405133289,3,1,ORD6503,TRK11503
1505,1843,12,7604,9747,13.25,80.93333333333334,94.18333333333334,70.18333333333334,False,True,12.855008691459807,1,1,ORD6504,TRK11504
1506,1210,25,3440,9764,42.3,83.66666666666667,125.96666666666667,101.96666666666667,False,True,5.790661493252973,1,1,ORD6505,TRK11505
1507,1348,10,1347,9769,34.8,36.516666666666666,71.31666666666666,23.316666666666663,False,True,5.103426083401532,1,1,ORD6506,TRK11506
1508,1165,13,820,9777,33.233333333333334,97.81666666666666,131.05,107.05000000000001,False,True,17.88412297812161,1,1,ORD6507,TRK11507
1509,783,17,8017,9778,45.35,38.85,84.2,12.200000000000003,False,True,23.315318602035447,1,1,ORD6508,TRK11508
1510,864,7,7596,9783,43.516666666666666,38.28333333333333,81.8,9.799999999999997,False,True,13.884603766404133,1,1,ORD6509,TRK11509
1511,1635,11,5512,9793,48.63333333333333,83.16666666666667,131.8,11.800000000000011,False,True,22.48584148267042,1,1,ORD6510,TRK11510
1512,1551,25,7569,9796,47.31666666666667,42.0,89.31666666666666,65.31666666666666,False,True,16.334817494692395,1,1,ORD6511,TRK11511
1513,1534,13,3442,9807,69.2,36.85,106.05,58.05,False,True,6.960393555484458,1,1,ORD6512,TRK11512
1514,1265,24,8185,9814,42.083333333333336,81.91666666666667,124.0,-44.0,True,False,20.966307321501144,1,1,ORD6513,TRK11513
1515,920,12,8963,9826,67.05,80.21666666666667,147.26666666666668,99.26666666666668,False,True,14.85188067488507,1,1,ORD6514,TRK11514
1516,1843,5,3559,9831,6.0,55.483333333333334,61.483333333333334,-106.51666666666667,True,False,6.021278069793263,2,1,ORD6515,TRK11515
1517,769,23,4428,9845,43.38333333333333,24.716666666666665,68.1,-99.9,True,False,21.292071361158246,2,1,ORD6516,TRK11516
1518,1394,22,4071,9849,51.63333333333333,32.96666666666667,84.6,-35.400000000000006,True,False,20.153085503841588,1,1,ORD6517,TRK11517
1519,1658,4,2581,9852,64.26666666666667,34.53333333333333,98.8,-69.2,True,False,14.14574516889084,3,1,ORD6518,TRK11518
1520,637,11,8862,9864,24.016666666666666,48.416666666666664,72.43333333333334,0.4333333333333371,False,True,5.389284736408976,3,1,ORD6519,TRK11519
1521,1751,14,2071,9880,3.183333333333333,100.86666666666666,104.05,32.05,False,True,11.9387344975201,1,1,ORD6520,TRK11520
1522,1733,24,829,9917,44.95,74.93333333333334,119.88333333333334,-0.11666666666666003,True,False,13.699016129961754,1,1,ORD6521,TRK11521
1523,1616,17,829,9917,64.25,111.66666666666667,175.91666666666666,127.91666666666666,False,True,8.306297618449783,1,1,ORD6522,TRK11522
1524,1775,4,3979,9920,24.166666666666668,59.85,84.01666666666667,36.016666666666666,False,True,8.218096690505973,1,1,ORD6523,TRK11523
1525,1600,17,7447,9925,39.75,68.28333333333333,108.03333333333333,60.03333333333333,False,True,8.33961621273837,2,1,ORD6524,TRK11524
1526,1063,25,795,9933,64.16666666666667,98.75,162.91666666666666,114.91666666666666,False,True,12.411541614819567,1,1,ORD6525,TRK11525
1527,1836,5,3159,9937,41.63333333333333,119.31666666666666,160.95,88.94999999999999,False,True,21.35088073651396,1,1,ORD6526,TRK11526
1528,1722,1,8519,9944,12.183333333333334,119.48333333333333,131.66666666666666,59.66666666666666,False,True,20.187149377774432,1,1,ORD6527,TRK11527
1529,1651,19,7723,9947,31.866666666666667,119.85,151.71666666666667,31.71666666666667,False,True,5.202287933299818,2,1,ORD6528,TRK11528
1530,1708,13,6619,9949,32.18333333333333,57.71666666666667,89.9,-30.099999999999994,True,False,5.192852286749647,1,1,ORD6529,TRK11529
1531,1247,16,834,9960,52.95,7.366666666666666,60.31666666666667,-59.68333333333333,True,False,6.553928647129323,2,1,ORD6530,TRK11530
1532,1276,19,2074,9962,44.983333333333334,69.0,113.98333333333333,65.98333333333333,False,True,14.33163572324233,3,1,ORD6531,TRK11531
1533,1078,2,7447,9971,57.15,75.83333333333333,132.98333333333332,84.98333333333332,False,True,22.77764412291189,2,1,ORD6532,TRK11532
1534,868,10,944,9974,55.333333333333336,34.6,89.93333333333334,17.933333333333337,False,True,8.645142333142195,1,1,ORD6533,TRK11533
1535,1799,6,3542,10008,65.0,110.51666666666667,175.51666666666668,103.51666666666668,False,True,14.535917215021934,3,1,ORD6534,TRK11534
1536,1788,5,3542,10008,51.483333333333334,108.11666666666666,159.6,135.6,False,True,5.814949552438431,1,1,ORD6535,TRK11535
1537,761,22,1026,10013,41.13333333333333,96.85,137.98333333333332,113.98333333333332,False,True,5.406528997821118,1,1,ORD6536,TRK11536
1538,1717,15,3467,10014,11.483333333333333,80.75,92.23333333333333,44.233333333333334,False,True,5.14964609860745,1,1,ORD6537,TRK11537
1539,1843,3,4549,10019,8.633333333333333,106.83333333333333,115.46666666666667,43.46666666666667,False,True,19.73361847322164,1,1,ORD6538,TRK11538
1540,884,21,3776,10025,44.516666666666666,14.533333333333333,59.05,11.049999999999997,False,True,5.476498289017426,1,1,ORD6539,TRK11539
1541,563,3,5005,10026,13.2,44.63333333333333,57.833333333333336,-110.16666666666666,True,False,10.47631141783349,1,1,ORD6540,TRK11540
1542,1129,23,7456,10032,42.78333333333333,2.183333333333333,44.96666666666667,20.96666666666667,False,True,17.900958949037754,1,1,ORD6541,TRK11541
1543,1305,8,3419,10048,22.266666666666666,31.633333333333333,53.9,-66.1,True,False,17.37301794374748,1,1,ORD6542,TRK11542
1544,872,7,3538,10049,51.35,50.71666666666667,102.06666666666666,54.06666666666666,False,True,6.102895209491653,1,1,ORD6543,TRK11543
1545,568,22,666,10060,58.266666666666666,79.56666666666666,137.83333333333334,-30.166666666666657,True,False,10.133334893473133,2,1,ORD6544,TRK11544
1546,545,21,666,10060,43.55,104.03333333333333,147.58333333333334,27.583333333333343,False,True,17.78644376757918,1,1,ORD6545,TRK11545
1547,1361,5,8936,10064,70.56666666666666,46.46666666666667,117.03333333333333,-50.96666666666667,True,False,12.844915331629414,1,1,ORD6546,TRK11546
1548,1805,25,8936,10064,32.35,18.65,51.0,-21.0,True,False,14.316456105547328,1,1,ORD6547,TRK11547
1549,124,23,1346,10066,47.93333333333333,84.16666666666667,132.1,60.099999999999994,False,True,9.1417143801937,3,1,ORD6548,TRK11548
1550,1568,6,1370,10070,63.2,96.0,159.2,87.19999999999999,False,True,5.755148485150423,1,1,ORD6549,TRK11549
1551,1524,17,7477,10083,7.466666666666667,71.4,78.86666666666666,-41.13333333333334,True,False,11.904056532262903,3,1,ORD6550,TRK11550
1552,1744,17,7576,10085,1.95,57.55,59.5,-60.5,True,False,18.65967933617867,1,1,ORD6551,TRK11551
1553,1369,24,3541,10087,45.93333333333333,57.266666666666666,103.2,31.200000000000003,False,True,20.330589844265607,3,1,ORD6552,TRK11552
1554,1424,20,4838,10095,70.71666666666667,81.21666666666667,151.93333333333334,31.933333333333337,False,True,16.850598393385866,1,1,ORD6553,TRK11553
1555,1827,21,8927,10100,31.783333333333335,99.05,130.83333333333334,58.83333333333334,False,True,12.864018876630768,1,1,ORD6554,TRK11554
1556,1076,17,8927,10100,58.95,65.85,124.8,76.8,False,True,16.662715949186477,1,1,ORD6555,TRK11555
1557,825,25,3981,10103,2.1666666666666665,82.38333333333334,84.55,12.549999999999997,False,True,19.099773354685645,1,1,ORD6556,TRK11556
1558,1754,11,3763,10119,3.3666666666666667,51.333333333333336,54.7,30.700000000000003,False,True,20.105435164153555,3,1,ORD6557,TRK11557
1559,648,15,3204,10121,62.833333333333336,105.36666666666666,168.2,120.19999999999999,False,True,6.889716427960211,3,1,ORD6558,TRK11558
1560,1612,5,7582,10129,27.2,107.66666666666667,134.86666666666667,62.866666666666674,False,True,21.05967475046961,3,1,ORD6559,TRK11559
1561,1837,11,7602,10130,5.266666666666667,99.63333333333334,104.9,80.9,False,True,6.269527335209948,3,1,ORD6560,TRK11560
1562,961,10,2074,10138,19.066666666666666,91.63333333333334,110.7,38.7,False,True,22.409149178896193,2,1,ORD6561,TRK11561
1563,1721,12,7243,10154,45.266666666666666,58.233333333333334,103.5,55.5,False,True,12.844816883251193,1,1,ORD6562,TRK11562
1564,1725,20,3987,10156,37.083333333333336,97.46666666666667,134.55,62.55000000000001,False,True,15.938445914901013,1,1,ORD6563,TRK11563
1565,1643,14,7941,10157,54.516666666666666,114.41666666666667,168.93333333333334,48.93333333333334,False,True,10.799649910856042,2,1,ORD6564,TRK11564
1566,1379,2,2885,10159,53.93333333333333,13.116666666666667,67.05,-4.950000000000003,True,False,13.533279730676655,3,1,ORD6565,TRK11565
1567,1363,23,4369,10166,37.95,13.433333333333334,51.38333333333333,3.383333333333333,False,True,21.90387527933614,2,1,ORD6566,TRK11566
1568,1447,25,4393,10169,29.883333333333333,25.983333333333334,55.86666666666667,-112.13333333333333,True,False,10.913926456602194,3,1,ORD6567,TRK11567
1569,1753,22,8184,10178,12.333333333333334,78.83333333333333,91.16666666666667,19.16666666666667,False,True,16.283604863402697,2,1,ORD6568,TRK11568
1570,1206,13,80,10188,44.983333333333334,95.86666666666666,140.85,20.849999999999994,False,True,17.941582243661546,1,1,ORD6569,TRK11569
1571,1476,8,3837,10192,58.416666666666664,102.51666666666667,160.93333333333334,112.93333333333334,False,True,7.928164014258585,2,1,ORD6570,TRK11570
1572,1018,7,354,10200,69.83333333333333,104.4,174.23333333333332,150.23333333333332,False,True,20.55632171047776,1,1,ORD6571,TRK11571
1573,866,20,4367,10202,40.8,2.6666666666666665,43.46666666666667,-124.53333333333333,True,False,24.981351214969617,3,1,ORD6572,TRK11572
1574,701,20,4367,10202,0.5333333333333333,59.0,59.53333333333333,-12.466666666666669,True,False,8.101230175845211,2,1,ORD6573,TRK11573
1575,1630,3,7447,10211,49.1,98.58333333333333,147.68333333333334,99.68333333333334,False,True,20.357689296399684,3,1,ORD6574,TRK11574
1576,1041,5,822,10222,23.816666666666666,11.433333333333334,35.25,-84.75,True,False,7.941461869273527,1,1,ORD6575,TRK11575
1577,539,19,3762,10224,40.93333333333333,106.6,147.53333333333333,27.53333333333333,False,True,24.00512506291029,3,1,ORD6576,TRK11576
1578,1828,21,3086,10232,16.2,109.61666666666666,125.81666666666666,77.81666666666666,False,True,13.2197117551705,2,1,ORD6577,TRK11577
1579,1099,16,3086,10232,23.716666666666665,108.88333333333334,132.6,12.599999999999994,False,True,24.598339196768187,3,1,ORD6578,TRK11578
1580,1277,4,4549,10235,24.55,96.76666666666667,121.31666666666666,-46.68333333333334,True,False,6.358355722063001,1,1,ORD6579,TRK11579
1581,1326,1,4334,10244,21.083333333333332,75.25,96.33333333333333,72.33333333333333,False,True,20.81962281798868,1,1,ORD6580,TRK11580
1582,1188,5,658,10252,9.8,22.8,32.6,-87.4,True,False,14.467561986934623,2,1,ORD6581,TRK11581
1583,1675,25,8921,10258,68.91666666666667,35.06666666666667,103.98333333333333,-16.016666666666666,True,False,10.789880663264192,2,1,ORD6582,TRK11582
1584,1763,10,8921,10258,33.65,11.516666666666667,45.166666666666664,21.166666666666664,False,True,19.95776169337145,3,1,ORD6583,TRK11583
1585,1638,18,8921,10258,38.2,40.733333333333334,78.93333333333334,-89.06666666666666,True,False,17.706574984915527,1,1,ORD6584,TRK11584
1586,1843,3,5220,10266,9.3,85.66666666666667,94.96666666666667,-73.03333333333333,True,False,23.05769829421975,1,1,ORD6585,TRK11585
1587,999,16,5517,10274,52.483333333333334,115.13333333333334,167.61666666666667,-0.38333333333332575,True,False,9.97619378264384,1,1,ORD6586,TRK11586
1588,1400,4,3101,10323,50.31666666666667,108.08333333333333,158.4,38.400000000000006,False,True,23.794907571448007,1,1,ORD6587,TRK11587
1589,1632,15,1143,10326,64.43333333333334,113.6,178.03333333333333,58.03333333333333,False,True,17.837364345707613,1,1,ORD6588,TRK11588
1590,530,11,1637,10327,28.766666666666666,12.283333333333333,41.05,-126.95,True,False,14.008681266814282,1,1,ORD6589,TRK11589
1591,785,6,4927,10329,53.85,3.55,57.4,-62.6,True,False,6.062626254376056,1,1,ORD6590,TRK11590
1592,1721,10,8694,10340,30.266666666666666,98.75,129.01666666666668,57.01666666666668,False,True,20.303522588528224,2,1,ORD6591,TRK11591
1593,1315,6,8694,10340,5.9,27.283333333333335,33.18333333333333,-86.81666666666666,True,False,22.168032641273633,1,1,ORD6592,TRK11592
1594,1756,3,7987,10369,34.55,81.31666666666666,115.86666666666666,-52.13333333333334,True,False,21.191692231271887,2,1,ORD6593,TRK11593
1595,1008,9,7987,10369,30.516666666666666,102.28333333333333,132.8,84.80000000000001,False,True,19.713321885012512,2,1,ORD6594,TRK11594
1596,1699,19,476,10395,33.53333333333333,79.16666666666667,112.7,-55.3,True,False,24.388223421361698,1,1,ORD6595,TRK11595
1597,1396,12,7898,10407,32.55,92.11666666666666,124.66666666666667,76.66666666666667,False,True,21.982055900463237,1,1,ORD6596,TRK11596
1598,759,12,3214,10411,23.25,102.28333333333333,125.53333333333333,5.533333333333331,False,True,23.557580472537765,3,1,ORD6597,TRK11597
1599,1785,3,82,10421,28.816666666666666,41.666666666666664,70.48333333333333,-49.516666666666666,True,False,19.609576318437213,1,1,ORD6598,TRK11598
1600,1744,3,8961,10432,70.65,112.9,183.55,135.55,False,True,21.40414318726644,1,1,ORD6599,TRK11599
1601,1615,6,5151,10435,42.016666666666666,8.533333333333333,50.55,-117.45,True,False,10.783164301548576,1,1,ORD6600,TRK11600
1602,1473,23,1820,10437,10.433333333333334,47.86666666666667,58.3,34.3,False,True,18.377983404899396,1,1,ORD6601,TRK11601
1603,1772,25,6784,10442,22.733333333333334,18.15,40.88333333333333,16.883333333333333,False,True,9.11077572973159,3,1,ORD6602,TRK11602
1604,1599,15,4845,10443,69.38333333333334,19.233333333333334,88.61666666666666,-79.38333333333334,True,False,6.385409520503249,3,1,ORD6603,TRK11603
1605,1452,9,652,10446,2.066666666666667,84.6,86.66666666666667,-33.33333333333333,True,False,16.585127958351336,3,1,ORD6604,TRK11604
1606,810,16,3272,10454,41.56666666666667,72.53333333333333,114.1,66.1,False,True,20.658179474252915,2,1,ORD6605,TRK11605
1607,1807,9,8987,10463,60.36666666666667,106.55,166.91666666666666,118.91666666666666,False,True,6.65515556967017,1,1,ORD6606,TRK11606
1608,1546,25,3098,10474,50.65,71.33333333333333,121.98333333333333,-46.016666666666666,True,False,8.625634068806654,1,1,ORD6607,TRK11607
1609,1500,15,7236,10475,69.63333333333334,92.46666666666667,162.1,-5.900000000000006,True,False,6.859347657390867,2,1,ORD6608,TRK11608
1610,1285,21,5327,10485,55.43333333333333,76.63333333333334,132.06666666666666,60.06666666666666,False,True,17.68355931186939,3,1,ORD6609,TRK11609
1611,1243,5,6205,10486,26.5,72.23333333333333,98.73333333333333,50.733333333333334,False,True,6.59004158793699,2,1,ORD6610,TRK11610
1612,1794,4,5128,10495,25.783333333333335,53.06666666666667,78.85,6.849999999999994,False,True,6.865911499299468,2,1,ORD6611,TRK11611
1613,1083,19,5512,10496,26.116666666666667,30.883333333333333,57.0,-63.0,True,False,10.283346361863115,3,1,ORD6612,TRK11612
1614,1802,16,49,10504,20.233333333333334,28.833333333333332,49.06666666666667,1.06666666666667,False,True,10.404697292286532,3,1,ORD6613,TRK11613
1615,1447,2,8186,10509,21.966666666666665,78.93333333333334,100.9,-67.1,True,False,16.15007249973737,1,1,ORD6614,TRK11614
1616,1795,12,9041,10510,54.983333333333334,82.45,137.43333333333334,-30.566666666666663,True,False,5.64372719761913,1,1,ORD6615,TRK11615
1617,1614,10,6542,10519,62.35,61.96666666666667,124.31666666666666,4.316666666666663,False,True,17.306893937849317,1,1,ORD6616,TRK11616
1618,1160,13,3419,10520,66.51666666666667,42.38333333333333,108.9,84.9,False,True,13.234163322300475,1,1,ORD6617,TRK11617
1619,1810,14,1752,10524,58.8,24.633333333333333,83.43333333333334,11.433333333333337,False,True,8.574637367449661,1,1,ORD6618,TRK11618
1620,1245,20,7545,10547,51.666666666666664,54.06666666666667,105.73333333333333,-62.266666666666666,True,False,18.06692587877866,1,1,ORD6619,TRK11619
1621,1840,22,8894,10548,68.6,27.75,96.35,48.349999999999994,False,True,11.593479242687813,2,1,ORD6620,TRK11620
1622,1579,5,3489,10563,0.16666666666666666,12.7,12.866666666666667,-35.13333333333333,True,False,21.549788488837066,3,1,ORD6621,TRK11621
1623,1155,15,7554,10568,4.933333333333334,100.76666666666667,105.7,57.7,False,True,24.788649765214956,1,1,ORD6622,TRK11622
1624,607,12,4028,10576,13.083333333333334,0.06666666666666667,13.15,-106.85,True,False,20.580577687077145,1,1,ORD6623,TRK11623
1625,1054,17,7718,10585,13.05,12.766666666666667,25.816666666666666,1.8166666666666664,False,True,19.859800119670805,1,1,ORD6624,TRK11624
1626,1443,20,7232,10587,17.3,102.05,119.35,47.349999999999994,False,True,12.103069080602165,1,1,ORD6625,TRK11625
1627,959,11,9028,10594,2.85,112.18333333333334,115.03333333333333,67.03333333333333,False,True,15.69211381386011,3,1,ORD6626,TRK11626
1628,1528,12,5565,10602,55.916666666666664,5.216666666666667,61.13333333333333,13.133333333333333,False,True,6.053626643636864,1,1,ORD6627,TRK11627
1629,1783,3,7684,10606,10.05,70.36666666666666,80.41666666666667,-87.58333333333333,True,False,19.54670468698346,3,1,ORD6628,TRK11628
1630,1378,22,2057,10613,0.15,45.61666666666667,45.766666666666666,21.766666666666666,False,True,18.500805976417965,1,1,ORD6629,TRK11629
1631,1668,14,4423,10620,0.23333333333333334,40.233333333333334,40.46666666666667,-127.53333333333333,True,False,10.387040178384998,2,1,ORD6630,TRK11630
1632,1104,17,3779,10621,70.81666666666666,70.01666666666667,140.83333333333334,20.833333333333343,False,True,15.682728620095855,1,1,ORD6631,TRK11631
1633,1018,15,733,10634,15.633333333333333,61.15,76.78333333333333,-43.21666666666667,True,False,18.586277156111265,1,1,ORD6632,TRK11632
1634,1818,9,3585,10650,49.61666666666667,65.41666666666667,115.03333333333333,43.03333333333333,False,True,12.357881615884557,1,1,ORD6633,TRK11633
1635,539,22,3973,10653,48.95,108.53333333333333,157.48333333333332,37.48333333333332,False,True,19.512161566816353,3,1,ORD6634,TRK11634
1636,1591,2,3428,10677,57.18333333333333,76.33333333333333,133.51666666666668,61.51666666666668,False,True,20.934251831362634,1,1,ORD6635,TRK11635
1637,1826,20,4186,10679,66.9,69.58333333333333,136.48333333333332,-31.51666666666668,True,False,9.47073443946799,2,1,ORD6636,TRK11636
1638,1692,21,3093,10689,21.783333333333335,91.15,112.93333333333334,64.93333333333334,False,True,11.025082440703802,2,1,ORD6637,TRK11637
1639,1675,2,443,10690,52.11666666666667,52.516666666666666,104.63333333333334,56.63333333333334,False,True,13.031258415989296,1,1,ORD6638,TRK11638
1640,1707,24,3731,10695,36.68333333333333,19.533333333333335,56.21666666666667,32.21666666666667,False,True,9.713562878866327,1,1,ORD6639,TRK11639
1641,1282,8,4186,10714,36.18333333333333,88.03333333333333,124.21666666666667,4.216666666666669,False,True,20.512151027123345,1,1,ORD6640,TRK11640
1642,1828,23,3101,10715,14.716666666666667,13.266666666666667,27.983333333333334,3.9833333333333343,False,True,16.43685460682544,2,1,ORD6641,TRK11641
1643,1328,18,4528,10729,25.95,58.0,83.95,59.95,False,True,12.602056745416723,1,1,ORD6642,TRK11642
1644,631,1,7447,10731,63.06666666666667,30.433333333333334,93.5,45.5,False,True,5.321237352747367,1,1,ORD6643,TRK11643
1645,1682,5,82,10736,23.216666666666665,112.11666666666666,135.33333333333334,15.333333333333343,False,True,11.517422775562927,2,1,ORD6644,TRK11644
1646,1771,4,4617,10739,48.21666666666667,35.38333333333333,83.6,35.599999999999994,False,True,21.730039494000984,1,1,ORD6645,TRK11645
1647,1705,10,3455,10742,17.95,43.81666666666667,61.766666666666666,37.766666666666666,False,True,19.870230950245418,3,1,ORD6646,TRK11646
1648,1693,13,7447,10763,47.333333333333336,91.1,138.43333333333334,18.433333333333337,False,True,6.3475816492461545,2,1,ORD6647,TRK11647
1649,776,6,5576,10768,10.55,93.46666666666667,104.01666666666667,56.016666666666666,False,True,21.028907090859995,1,1,ORD6648,TRK11648
1650,680,19,3114,10775,60.166666666666664,65.9,126.06666666666666,54.06666666666666,False,True,8.581094565322472,3,1,ORD6649,TRK11649
1651,1046,13,4472,10778,59.11666666666667,89.23333333333333,148.35,76.35,False,True,24.741073742693867,1,1,ORD6650,TRK11650
1652,1176,3,7243,10785,69.03333333333333,45.0,114.03333333333333,-53.96666666666667,True,False,22.370937903561693,1,1,ORD6651,TRK11651
1653,1353,8,7243,10785,35.55,103.75,139.3,-28.69999999999999,True,False,23.265210123853905,3,1,ORD6652,TRK11652
1654,1293,13,7447,10793,15.783333333333333,114.58333333333333,130.36666666666667,10.366666666666674,False,True,20.3890079139622,1,1,ORD6653,TRK11653
1655,1582,15,5729,10803,29.466666666666665,39.0,68.46666666666667,-99.53333333333333,True,False,19.215536121770374,1,1,ORD6654,TRK11654
1656,631,22,3447,10807,43.666666666666664,21.083333333333332,64.75,-55.25,True,False,9.888746372275392,2,1,ORD6655,TRK11655
1657,652,3,7447,10810,63.733333333333334,12.85,76.58333333333333,52.58333333333333,False,True,16.72796830313994,2,1,ORD6656,TRK11656
1658,345,12,909,10812,29.566666666666666,14.066666666666666,43.63333333333333,-28.366666666666667,True,False,18.928497077491688,1,1,ORD6657,TRK11657
1659,1617,15,8186,10815,47.6,72.88333333333334,120.48333333333333,0.4833333333333343,False,True,10.761726283261421,3,1,ORD6658,TRK11658
1660,639,15,4878,10821,57.85,118.9,176.75,152.75,False,True,12.966159981857274,3,1,ORD6659,TRK11659
1661,1563,21,7250,10844,65.2,32.1,97.3,25.299999999999997,False,True,23.94100595851276,1,1,ORD6660,TRK11660
1662,1709,18,7250,10844,44.9,70.56666666666666,115.46666666666667,67.46666666666667,False,True,13.159150042223235,2,1,ORD6661,TRK11661
1663,1541,15,7515,10860,63.3,114.68333333333334,177.98333333333332,153.98333333333332,False,True,11.307609416703022,1,1,ORD6662,TRK11662
1664,1356,4,4956,10864,15.583333333333334,109.73333333333333,125.31666666666666,77.31666666666666,False,True,7.1442500019441795,1,1,ORD6663,TRK11663
1665,1771,3,80,10867,36.666666666666664,92.5,129.16666666666666,-38.83333333333334,True,False,11.826827216680233,2,1,ORD6664,TRK11664
1666,1524,6,80,10867,17.916666666666668,8.316666666666666,26.233333333333334,-93.76666666666667,True,False,17.242860474029484,2,1,ORD6665,TRK11665
1667,1715,24,1653,10872,22.916666666666668,19.316666666666666,42.233333333333334,-29.766666666666666,True,False,7.954641925947945,1,1,ORD6666,TRK11666
1668,1565,4,7790,10887,6.883333333333334,79.95,86.83333333333333,-81.16666666666667,True,False,17.10572970450957,2,1,ORD6667,TRK11667
